,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
122,080892000260001,Pearl City,Stephenson,SMALL,123,89.4,35.0,176.0,4.1,5.0,6.2,3.6,5.0,82.4,78.6,85.0,83.3,86.7,13.7,88.9,6.3,13.6,72.2,16.7,33.3,2021
123,080892010260001,Dakota,Stephenson,MEDIUM,402,92.3,25.4,176.0,3.7,2.0,3.0,0.9,3.1,95.2,91.4,100.0,96.6,92.9,14.4,93.2,15.3,30.1,64.0,8.0,20.0,2021
124,080892020260001,Lena,Stephenson,MEDIUM,235,92.3,28.5,176.0,7.1,3.7,4.7,2.5,6.0,86.6,81.1,93.3,87.5,80.0,16.4,86.8,7.0,16.2,70.6,13.7,29.4,2021
125,080892030260001,Orangeville,Stephenson,SMALL,101,93.1,18.8,176.0,5.2,2.0,3.4,0.0,7.1,89.7,80.0,100.0,89.3,,12.5,94.1,18.6,31.3,61.5,23.1,26.9,2021
126,090100010260001,Fisher,Champaign,MEDIUM,263,93.9,42.2,176.0,6.9,2.3,1.2,3.3,2.9,90.9,95.5,86.4,93.0,89.5,15.1,91.8,25.6,45.1,65.9,0.0,22.7,2021
127,090100030260001,Mahomet,Champaign,LARGE,975,86.6,18.5,176.0,4.8,4.0,4.4,3.5,11.5,88.6,88.1,89.1,89.8,67.4,21.2,91.2,7.6,25.1,76.1,13.0,48.3,2021
128,090100040260001,Champaign,Champaign,LARGE,1338,31.7,59.8,176.0,11.9,3.8,5.0,2.6,7.6,83.8,79.9,87.7,92.2,80.1,20.3,85.3,24.7,42.0,65.7,11.1,35.5,2021
129,090100040260002,Champaign,Champaign,LARGE,1392,41.2,49.9,176.0,11.8,4.0,5.5,2.6,9.7,81.7,78.4,84.7,92.8,72.5,23.0,86.9,25.1,50.3,70.5,8.9,41.7,2021
130,090100070260007,Tolono,Champaign,MEDIUM,516,91.7,24.6,176.0,6.2,3.6,5.0,2.3,7.1,75.6,67.5,88.2,77.3,57.1,13.7,84.5,31.0,42.5,70.8,5.6,29.9,2021
131,090100080260001,Broadlands,Champaign,SMALL,118,92.4,35.6,176.0,15.6,4.2,4.5,3.8,5.4,85.3,90.5,76.9,84.4,76.9,10.2,87.9,21.6,38.1,56.8,4.6,15.9,2021
132,090101160220001,Urbana,Champaign,LARGE,1128,34.0,52.1,176.0,10.0,3.2,3.7,2.8,4.6,88.2,87.6,88.9,90.6,82.0,21.5,82.4,29.2,41.7,63.1,6.7,25.9,2021
133,090101930170001,Rantoul,Champaign,MEDIUM,779,39.8,66.0,176.0,16.7,5.0,4.9,5.1,5.9,82.6,83.5,81.8,89.2,76.4,15.1,80.0,13.2,14.9,48.6,8.5,19.2,2021
134,090103050160001,Saint Joseph,Champaign,SMALL,431,96.1,3.7,176.0,4.8,1.2,0.9,1.4,5.3,96.3,94.8,98.0,96.2,,19.6,94.0,8.9,36.8,84.6,12.0,45.3,2021
135,090270050260001,Gibson City,Ford,MEDIUM,282,91.1,34.8,176.0,9.3,0.0,0.0,0.0,0.0,91.4,86.1,97.1,93.8,87.5,14.9,92.8,8.6,17.0,74.4,11.5,37.2,2021
136,090270100260001,Paxton,Ford,MEDIUM,418,88.5,39.5,176.0,9.9,2.5,2.5,2.5,4.3,89.5,88.0,90.6,88.3,75.0,12.9,84.0,18.9,26.9,55.2,14.6,27.1,2021
137,11012002C260001,Marshall,Clark,MEDIUM,360,94.7,27.2,177.0,8.6,3.1,3.9,2.2,5.3,89.7,88.0,91.5,90.2,81.5,16.4,92.3,24.0,35.2,56.0,9.0,34.0,2021
138,11012003C260001,Martinsville,Clark,SMALL,151,96.0,58.3,176.0,11.0,4.0,5.7,2.1,6.9,82.6,100.0,69.2,81.8,63.6,12.1,92.9,35.6,43.2,51.6,6.5,19.4,2021
139,11012004C260001,Casey,Clark,MEDIUM,356,95.2,43.3,176.0,8.1,3.7,3.4,3.9,5.6,87.7,87.5,87.8,89.4,79.2,10.9,83.6,8.4,13.3,57.5,6.9,21.9,2021
140,110150010260001,Charleston,Coles,LARGE,756,85.1,43.7,176.0,10.3,5.5,5.3,5.8,7.8,72.1,71.1,73.3,73.6,53.6,22.2,87.4,30.9,48.2,71.1,7.0,40.6,2021
141,110150020260001,Mattoon,Coles,LARGE,921,86.4,54.6,176.0,11.2,3.1,4.0,2.1,4.5,88.2,85.6,90.7,88.8,81.5,20.5,90.5,28.7,41.0,59.9,4.1,19.1,2021
142,110150050260002,Oakland,Coles,SMALL,72,90.3,41.7,176.0,10.2,6.9,8.7,3.8,33.3,94.1,90.0,,92.3,,11.0,84.8,18.4,58.3,79.0,5.3,42.1,2021
143,110180030260001,Neoga,Cumberland,MEDIUM,285,94.7,33.7,176.0,7.9,2.2,1.0,3.6,3.2,86.4,86.4,86.4,86.0,85.7,15.4,80.6,29.5,46.8,69.4,2.8,11.1,2021
144,110180770260001,Toledo,Cumberland,MEDIUM,292,97.3,36.6,176.0,8.6,1.0,0.7,1.4,1.0,95.9,95.2,96.9,95.9,89.7,15.4,96.8,16.1,29.3,56.1,4.6,12.1,2021
145,110213010260001,Tuscola,Douglas,MEDIUM,286,88.8,31.1,176.0,11.7,2.1,3.2,0.8,5.2,89.5,85.4,93.3,88.5,82.1,15.4,87.7,16.3,32.4,64.7,14.7,30.9,2021
146,110213020260001,Villa Grove,Douglas,MEDIUM,190,95.8,35.8,176.0,12.3,4.0,4.9,3.1,7.8,85.1,90.9,80.0,85.1,73.3,15.2,68.8,30.7,43.8,69.2,2.6,7.7,2021
147,110213050260001,Arthur,Douglas,MEDIUM,308,93.2,42.5,177.0,9.4,3.6,4.7,2.3,4.7,90.1,90.2,90.0,92.1,89.7,13.0,90.3,24.6,37.0,51.3,3.8,18.8,2021
148,110213060260001,Arcola,Douglas,MEDIUM,313,54.0,41.5,176.0,9.3,2.0,2.9,1.1,4.1,100.0,100.0,100.0,100.0,100.0,15.0,88.9,23.3,32.4,53.7,3.7,16.7,2021
149,110230010260001,Hume,Edgar,SMALL,193,93.3,52.3,176.0,10.6,1.0,1.8,0.0,1.8,100.0,100.0,,100.0,100.0,12.1,78.3,23.4,33.9,25.5,2.1,8.5,2021
150,110230030260001,Kansas,Edgar,SMALL,79,97.5,59.5,176.0,8.7,8.6,11.6,3.7,10.3,60.0,52.9,,58.3,50.0,,84.0,39.4,46.6,75.0,10.0,20.0,2021
151,110230060260001,Chrisman,Edgar,SMALL,97,93.8,43.3,176.0,8.5,2.3,0.0,4.5,5.4,94.1,100.0,,93.8,,10.7,80.0,19.4,30.2,51.9,3.7,25.9,2021
152,110238000800001,Paris,Edgar,SMALL,529,95.1,43.1,,10.4,2.6,2.2,3.1,4.2,87.7,86.1,89.0,89.5,84.3,12.1,43.5,12.5,19.2,,,,2021
153,110703000260004,Sullivan,Moultrie,MEDIUM,303,93.4,37.3,176.0,11.6,2.1,2.7,1.4,3.8,86.4,79.6,94.9,88.2,77.1,19.0,84.2,21.4,32.3,54.3,12.9,22.9,2021
154,110703020260001,Bethany,Moultrie,MEDIUM,164,97.0,36.6,177.0,10.9,2.5,3.7,1.3,5.0,100.0,100.0,100.0,100.0,100.0,9.3,94.3,4.1,9.1,75.0,11.4,18.2,2021
155,110870010260002,Windsor,Shelby,SMALL,144,96.5,29.2,176.0,12.4,4.3,4.1,4.7,3.4,96.2,90.9,100.0,95.8,90.9,7.1,68.6,21.9,44.7,69.2,0.0,3.9,2021
156,11087003A260001,Cowden,Shelby,SMALL,183,98.9,66.7,176.0,7.5,2.9,3.2,2.5,4.8,93.1,91.7,94.1,93.1,87.5,12.4,86.0,17.7,23.4,50.0,6.3,9.4,2021
157,110870040260001,Shelbyville,Shelby,MEDIUM,348,95.4,38.5,176.0,10.8,2.3,3.9,0.6,4.5,92.6,89.5,95.3,92.1,82.8,13.0,84.8,19.8,32.5,47.4,4.0,13.2,2021
158,11087005A260001,Strasburg,Shelby,SMALL,122,99.2,30.3,177.0,4.3,1.6,1.4,1.8,5.6,100.0,100.0,100.0,100.0,,15.7,93.8,9.1,17.1,56.0,4.0,16.0,2021
159,110870210260001,Moweaqua,Shelby,MEDIUM,216,95.8,37.5,176.0,5.7,4.3,3.1,5.9,7.0,96.2,92.9,100.0,97.8,90.0,14.0,91.8,2.2,3.4,66.1,8.5,20.3,2021
160,120130100260002,Clay City,Clay,SMALL,73,97.3,60.3,176.0,10.0,3.1,5.9,0.0,5.4,68.8,,,68.8,,15.5,75.0,15.9,22.5,60.0,0.0,20.0,2021
161,120130250260001,Louisville,Clay,MEDIUM,181,94.5,44.8,176.0,7.3,4.7,4.4,5.1,0.0,69.1,83.3,58.1,67.9,60.9,17.0,92.1,22.8,43.0,66.7,0.0,7.1,2021
162,120130350260001,Flora,Clay,MEDIUM,383,92.2,50.4,177.0,12.8,3.8,3.7,4.0,7.9,81.0,82.0,80.0,80.9,65.2,19.4,95.8,15.2,25.2,60.4,5.5,20.9,2021
163,120170010260001,Hutsonville,Crawford,SMALL,103,89.3,40.8,176.0,9.5,1.0,2.1,0.0,0.0,100.0,100.0,,100.0,,8.9,62.1,11.0,22.0,82.1,3.6,35.7,2021
164,120170020260001,Robinson,Crawford,MEDIUM,493,90.7,39.6,176.0,7.0,3.7,4.4,3.0,6.9,93.1,89.9,96.7,94.8,84.6,19.6,90.4,24.6,40.7,75.3,5.9,31.7,2021
165,120170030260001,Palestine,Crawford,SMALL,85,97.6,41.2,176.0,11.0,5.9,7.0,4.8,11.1,83.3,81.8,,82.4,,9.1,90.9,45.1,64.1,80.8,3.9,30.8,2021
166,120170040260001,Oblong,Crawford,MEDIUM,190,95.3,47.9,176.0,11.0,6.9,4.0,10.3,5.9,84.3,76.2,90.0,85.4,87.0,14.5,86.7,6.0,11.6,54.1,5.4,16.2,2021
167,120400010260001,Newton,Jasper,MEDIUM,415,97.8,35.2,176.0,12.2,2.7,4.9,0.0,4.3,90.0,90.0,90.0,89.9,78.6,21.8,88.0,20.9,35.8,73.6,4.7,29.3,2021
168,120510100260001,Bridgeport,Lawrence,MEDIUM,394,96.2,50.8,176.0,9.6,3.5,2.4,4.5,3.8,70.4,68.8,71.8,72.5,57.1,14.7,80.5,26.9,35.4,73.8,4.9,42.6,2021
169,120510200260008,Lawrenceville,Lawrence,MEDIUM,322,92.5,57.8,176.0,11.4,6.1,6.2,5.9,8.0,67.4,65.1,69.4,66.7,59.3,14.5,93.6,25.4,33.7,68.2,1.5,40.9,2021
170,120800010260001,Olney,Richland,LARGE,722,89.1,41.8,176.0,13.6,4.8,4.5,5.1,10.0,85.5,87.8,82.7,86.7,75.6,23.0,95.7,29.1,48.6,71.6,3.2,17.4,2021
171,130140010260001,Carlyle,Clinton,MEDIUM,300,92.0,37.3,176.0,11.5,5.2,6.1,4.2,7.8,88.5,86.3,91.7,88.5,87.9,15.2,92.9,35.4,55.9,71.8,14.1,20.5,2021
172,130140030260006,Trenton,Clinton,MEDIUM,385,88.8,31.4,176.0,4.9,1.8,2.1,1.6,5.2,88.6,90.9,86.4,88.8,81.8,14.7,98.6,26.9,39.4,70.4,18.4,38.8,2021
173,130140710160001,Breese,Clinton,SMALL,625,95.0,18.4,176.0,3.7,1.4,1.5,1.4,5.7,90.0,88.4,91.9,89.9,79.4,22.3,95.6,13.4,35.7,79.0,11.3,32.3,2021
174,130410010260001,Waltonville,Jefferson,SMALL,102,97.1,45.1,176.0,7.0,2.9,3.6,2.1,2.2,85.7,80.0,90.9,85.0,,14.0,90.5,12.7,17.4,81.0,19.1,23.8,2021
175,130412010170001,Mount Vernon,Jefferson,MEDIUM,1155,73.9,52.6,176.0,13.7,2.7,2.8,2.5,4.7,87.7,90.4,84.9,88.4,67.1,21.1,90.2,31.1,42.4,51.2,6.7,15.4,2021
176,130412090270001,Woodlawn,Jefferson,MEDIUM,190,94.2,41.1,176.0,10.6,4.2,3.4,4.9,2.6,81.3,80.0,82.6,82.6,78.9,21.7,0.0,31.0,50.0,59.5,11.9,14.3,2021
177,130413180270001,Bluford,Jefferson,SMALL,125,96.8,36.8,176.0,13.7,3.1,5.0,1.5,2.1,94.1,92.9,95.0,93.8,,15.1,94.1,47.4,50.9,57.1,3.6,14.3,2021
178,130581000260002,Patoka,Marion,SMALL,79,100.0,41.8,176.0,11.3,5.1,2.4,8.3,8.6,95.0,100.0,90.0,95.0,,12.8,92.3,13.6,17.1,60.0,20.0,30.0,2021
179,130582000170001,Centralia,Marion,MEDIUM,854,75.1,62.8,176.0,14.2,7.3,7.5,7.2,10.7,73.9,70.8,78.1,76.2,63.0,21.4,91.2,33.4,42.9,56.7,6.4,17.5,2021
180,130584010260001,Farina,Marion,MEDIUM,208,97.6,46.2,177.0,6.6,5.5,5.0,6.3,8.4,88.0,87.5,88.5,91.3,76.5,14.1,86.5,29.6,35.6,29.6,2.3,4.6,2021
181,130585010260001,Sandoval,Marion,SMALL,100,93.0,72.0,177.0,4.8,2.9,2.2,3.5,2.7,78.6,100.0,66.7,80.8,75.0,12.0,66.7,12.6,13.4,45.2,3.2,6.5,2021
182,130586000160001,Salem,Marion,MEDIUM,666,92.9,46.4,176.0,9.3,3.8,3.5,4.3,7.3,85.1,82.9,87.1,85.0,75.3,22.2,97.5,18.9,30.4,62.6,8.4,17.4,2021
183,130587220260001,Odin,Marion,SMALL,60,93.3,78.3,176.0,11.5,3.4,0.0,7.7,4.3,78.6,90.9,,78.6,75.0,11.1,69.6,35.8,41.5,50.0,4.2,4.2,2021
184,130950100260001,Okawville,Washington,MEDIUM,277,95.3,31.0,176.0,7.4,2.6,2.4,2.8,5.6,100.0,100.0,100.0,100.0,100.0,18.2,94.3,13.1,25.0,60.0,4.4,13.3,2021
185,130950990160001,Nashville,Washington,SMALL,408,93.9,32.8,176.0,6.3,2.1,3.1,1.0,4.9,95.7,95.8,95.6,97.6,87.5,20.3,94.5,10.3,23.6,71.4,10.2,33.7,2021
186,150162990250001,Chicago,Cook,LARGE,1454,26.0,58.9,184.0,4.9,1.5,1.4,1.7,0.9,89.7,87.0,92.6,82.1,91.4,27.2,92.4,43.1,45.7,69.1,25.5,49.3,2021
187,150162990250003,Chicago,Cook,LARGE,731,,87.6,184.0,6.3,6.2,8.4,3.6,5.2,55.1,49.7,61.1,,55.2,23.6,80.0,67.2,68.3,43.2,12.6,22.1,2021
188,150162990250006,Chicago,Cook,LARGE,435,,73.8,184.0,5.2,1.9,0.9,2.9,2.3,90.6,87.5,94.0,,92.2,21.6,91.5,48.0,47.7,57.5,10.6,24.5,2021
189,150162990250011,Chicago,Cook,LARGE,532,,98.3,184.0,12.7,6.8,9.1,3.8,6.6,53.3,44.3,65.5,,54.5,25.8,89.3,65.3,65.6,45.8,6.6,20.5,2021
190,150162990250012,Chicago,Cook,LARGE,284,,94.4,184.0,14.7,6.8,7.8,5.5,6.0,59.7,56.7,62.7,,63.0,32.9,88.2,78.0,79.4,40.0,28.3,30.0,2021
191,150162990250013,Chicago,Cook,LARGE,598,4.3,92.3,184.0,13.7,8.2,9.5,6.4,7.9,54.5,43.1,70.2,20.0,57.4,22.6,91.3,60.3,61.8,48.8,7.1,11.2,2021
192,150162990250014,Chicago,Cook,LARGE,1075,1.3,89.0,184.0,0.7,0.4,0.6,0.2,0.3,98.0,97.4,98.6,,98.7,25.1,85.9,33.6,33.0,78.2,28.2,64.1,2021
193,150162990250015,Chicago,Cook,LARGE,317,,94.0,184.0,10.2,11.1,12.8,8.9,9.4,42.0,36.9,49.0,,42.4,19.3,84.8,70.1,69.8,26.4,7.6,9.4,2021
194,150162990250016,Chicago,Cook,LARGE,294,,89.5,184.0,14.9,5.2,5.3,5.0,5.5,50.4,43.4,60.7,,52.0,26.5,79.5,68.1,71.4,35.6,11.1,22.2,2021
195,150162990250017,Chicago,Cook,LARGE,21,,90.5,184.0,,0.0,0.0,,0.0,95.0,100.0,,,94.4,6.1,82.6,38.1,42.1,57.1,14.3,21.4,2021
196,150162990250019,Chicago,Cook,LARGE,84,,94.0,184.0,34.8,13.1,13.6,12.3,14.3,32.7,24.6,47.2,,32.6,16.3,85.7,71.8,74.8,38.6,15.9,20.5,2021
197,150162990250020,Chicago,Cook,LARGE,1721,1.8,88.3,184.0,3.7,2.6,2.7,2.4,2.4,79.9,75.1,85.4,62.5,82.6,28.8,93.8,35.2,33.7,62.1,14.5,26.5,2021
198,150162990250021,Chicago,Cook,LARGE,734,,98.8,184.0,6.6,3.2,3.7,2.7,2.8,76.5,70.0,82.2,,79.6,22.0,94.4,62.3,63.2,46.1,12.6,30.5,2021
199,150162990250022,Chicago,Cook,LARGE,1769,1.8,93.4,184.0,4.9,5.0,6.3,3.5,4.5,63.3,55.0,73.9,,65.0,24.8,95.0,54.6,54.2,62.4,11.1,27.4,2021
200,150162990250023,Chicago,Cook,LARGE,384,,93.8,184.0,11.1,8.2,9.6,6.5,8.4,52.7,50.0,56.1,,55.0,18.7,85.4,13.4,13.0,49.1,12.3,17.5,2021
201,150162990250024,Chicago,Cook,LARGE,1467,19.2,59.9,184.0,4.6,4.6,5.6,3.6,5.5,79.9,73.6,86.3,78.2,77.3,25.1,95.0,45.8,49.5,72.1,19.3,35.9,2021
202,150162990250025,Chicago,Cook,LARGE,2116,4.0,59.5,184.0,3.7,0.9,1.2,0.7,1.0,90.6,84.2,95.1,38.5,92.7,29.0,89.6,31.2,36.0,62.8,23.0,50.3,2021
203,150162990250026,Chicago,Cook,LARGE,1352,10.8,76.3,184.0,5.2,1.3,1.6,0.9,1.2,85.8,82.0,90.2,67.4,88.5,26.7,89.4,50.9,53.5,69.1,15.3,36.1,2021
204,150162990250027,Chicago,Cook,LARGE,4425,39.0,39.7,184.0,1.4,0.6,1.0,0.3,0.9,97.0,95.8,98.1,96.9,96.3,28.6,95.3,15.6,22.3,90.1,29.6,76.8,2021
205,150162990250029,Chicago,Cook,LARGE,211,,98.6,184.0,16.0,8.4,7.7,9.4,8.5,39.8,33.3,48.0,,44.4,21.4,79.1,81.1,83.4,28.9,4.8,9.6,2021
206,150162990250030,Chicago,Cook,LARGE,1619,13.9,84.1,184.0,5.2,2.7,3.1,2.1,2.7,69.3,64.7,75.5,72.9,69.9,24.6,92.6,48.3,49.3,70.7,17.4,38.7,2021
207,150162990250031,Chicago,Cook,LARGE,1078,,77.3,184.0,5.2,2.2,2.5,1.9,2.0,75.9,69.3,82.6,0.0,78.6,24.7,87.4,51.8,56.5,68.0,17.0,54.6,2021
208,150162990250034,Chicago,Cook,LARGE,590,,96.4,184.0,16.4,7.3,8.5,5.7,6.9,57.7,54.3,62.4,,61.2,27.7,85.7,80.2,83.4,45.6,14.1,29.5,2021
209,150162990250035,Chicago,Cook,LARGE,1013,5.4,91.1,184.0,8.4,3.8,4.8,2.6,3.6,72.2,65.8,80.3,63.6,75.7,27.1,95.9,48.2,48.7,55.2,5.5,19.7,2021
210,150162990250036,Chicago,Cook,LARGE,1510,4.7,89.5,184.0,7.0,3.4,3.7,3.1,2.9,73.7,73.9,73.5,45.9,76.9,27.6,91.0,57.8,59.1,60.1,10.6,26.2,2021
211,150162990250037,Chicago,Cook,LARGE,1546,14.6,76.5,184.0,6.8,2.8,3.6,2.0,3.0,80.5,73.9,87.2,81.8,80.6,24.9,92.2,33.6,35.9,73.4,22.6,48.0,2021
212,150162990250039,Chicago,Cook,LARGE,462,,75.3,184.0,1.6,1.4,2.2,0.8,1.6,94.1,92.1,95.2,,93.6,25.7,82.5,22.6,25.1,85.0,21.8,66.2,2021
213,150162990250041,Chicago,Cook,LARGE,1151,5.5,85.0,184.0,6.5,4.1,4.3,3.8,4.0,68.0,63.0,74.5,65.5,70.2,27.7,94.4,57.4,59.1,51.4,10.4,20.9,2021
214,150162990250042,Chicago,Cook,LARGE,593,9.1,93.3,184.0,13.4,3.0,4.6,1.3,2.9,73.1,73.1,73.2,52.9,77.5,22.9,90.6,60.2,61.4,61.6,13.0,27.4,2021
215,150162990250043,Chicago,Cook,LARGE,3949,44.7,52.2,184.0,3.6,1.9,2.2,1.6,2.1,82.5,80.1,85.3,83.1,83.3,29.2,96.4,35.8,42.9,76.7,18.7,37.0,2021
216,150162990250044,Chicago,Cook,LARGE,203,9.9,96.1,184.0,17.8,10.3,11.8,8.1,10.3,43.4,43.6,43.1,42.9,45.5,18.9,85.4,79.6,82.0,40.3,16.4,28.4,2021
217,150162990250046,Chicago,Cook,LARGE,1674,17.2,66.7,184.0,1.7,0.4,0.6,0.2,0.5,98.4,97.9,98.9,100.0,97.8,28.0,92.9,31.9,33.9,70.9,16.9,39.6,2021
218,150162990250047,Chicago,Cook,LARGE,2117,31.8,46.3,184.0,4.3,1.7,2.5,1.1,1.1,89.9,85.8,93.5,92.8,90.4,30.3,92.1,29.6,36.9,82.4,31.0,67.5,2021
219,150162990250048,Chicago,Cook,LARGE,1503,4.4,85.6,184.0,3.8,2.6,3.5,1.7,2.5,80.0,77.0,83.2,71.4,78.9,28.1,87.7,55.0,56.3,62.9,17.2,31.9,2021
220,150162990250049,Chicago,Cook,LARGE,312,3.8,81.7,184.0,8.6,4.7,6.0,2.7,4.9,68.5,60.8,80.4,,69.4,20.4,90.4,54.1,57.0,57.1,16.3,24.5,2021
221,150162990250052,Chicago,Cook,LARGE,435,,88.0,184.0,5.6,0.5,0.9,0.3,0.6,86.1,80.0,88.5,,84.6,25.5,81.3,68.1,69.9,78.3,21.7,51.3,2021
222,150162990250053,Chicago,Cook,LARGE,781,18.4,59.0,184.0,1.9,1.3,1.2,1.4,1.1,95.9,96.4,95.5,100.0,96.0,24.1,91.0,34.9,43.0,77.4,20.2,45.2,2021
223,150162990250526,Chicago,Cook,LARGE,727,,92.8,184.0,11.1,5.1,6.3,3.7,4.6,69.0,64.1,74.8,,71.1,26.2,82.6,63.4,65.0,39.3,4.3,19.7,2021
224,150162990250531,Chicago,Cook,LARGE,410,,98.5,184.0,10.6,2.5,3.2,1.9,2.6,81.0,92.3,73.0,,82.3,26.4,83.3,78.4,78.8,67.6,31.0,45.1,2021
225,150162990250533,Chicago,Cook,LARGE,1964,40.6,35.8,184.0,0.9,0.4,0.3,0.4,0.2,96.8,97.6,96.3,97.1,95.6,27.3,96.8,23.5,30.3,89.0,36.6,81.0,2021
226,150162990250534,Chicago,Cook,LARGE,1212,1.9,88.0,184.0,6.5,0.2,0.2,0.2,0.2,93.4,92.3,94.2,,94.8,29.2,93.3,46.1,45.8,68.7,20.9,38.9,2021
227,150162990250536,Chicago,Cook,LARGE,225,,98.7,184.0,19.0,11.9,15.2,8.2,11.4,58.8,54.7,63.3,,63.0,17.6,82.9,77.1,77.7,26.8,2.8,5.6,2021
228,150162990250537,Chicago,Cook,LARGE,1403,,81.8,184.0,2.4,0.3,0.4,0.3,0.2,96.3,97.6,95.4,,95.7,30.4,93.2,54.0,54.4,63.8,9.5,41.0,2021
229,150162990250543,Chicago,Cook,LARGE,278,,91.7,184.0,11.3,3.8,5.4,1.5,4.4,59.8,59.1,61.0,,60.0,25.2,87.0,62.5,62.4,40.7,8.8,23.1,2021
230,150162990250545,Chicago,Cook,LARGE,685,2.0,92.4,184.0,7.9,3.0,4.5,1.5,2.9,79.9,74.0,86.0,,82.8,23.2,82.9,70.6,73.0,60.6,11.3,23.8,2021
231,150162990250616,Chicago,Cook,LARGE,82,,96.3,184.0,34.1,19.1,22.6,12.6,16.7,22.6,24.4,20.5,,20.8,17.4,78.6,72.9,73.2,8.6,0.0,0.0,2021
232,150162990250617,Chicago,Cook,LARGE,2990,1.7,87.6,184.0,11.7,3.1,3.9,2.3,2.7,77.2,72.0,83.1,75.0,79.6,27.7,92.8,46.0,45.8,68.3,18.1,33.1,2021
233,150162990250763,Chicago,Cook,LARGE,386,,93.3,184.0,7.0,2.3,2.3,2.2,1.8,69.8,66.7,74.4,,71.3,25.8,81.9,71.2,72.3,43.3,20.5,29.9,2021
234,150162990250764,Chicago,Cook,LARGE,2209,26.3,36.4,184.0,1.2,0.4,0.5,0.4,0.5,97.2,96.3,97.9,93.8,97.7,26.2,95.2,15.2,21.1,89.6,40.1,83.3,2021
235,150162990250767,Chicago,Cook,LARGE,1700,1.5,91.6,184.0,3.5,1.7,2.3,1.1,1.6,85.2,83.4,87.3,,85.4,25.4,94.9,61.1,60.6,53.3,13.3,24.0,2021
236,150162990250772,Chicago,Cook,LARGE,819,31.5,49.0,184.0,3.6,1.6,0.6,2.5,1.5,98.0,96.3,100.0,96.5,96.8,22.1,95.2,31.7,40.8,71.5,11.7,46.7,2021
237,150162990250779,Chicago,Cook,LARGE,1019,3.8,76.9,184.0,1.7,0.4,0.5,0.4,0.5,97.0,95.2,98.2,90.9,97.0,26.6,97.5,18.6,20.0,78.8,23.8,46.6,2021
238,150162990250788,Chicago,Cook,LARGE,983,,62.2,184.0,4.3,0.6,0.3,0.8,0.6,96.5,93.9,98.1,,97.6,26.5,96.3,28.4,32.9,72.6,22.1,62.1,2021
239,150162990250794,Chicago,Cook,LARGE,1058,31.2,40.1,184.0,1.0,0.5,0.6,0.4,0.5,97.6,97.5,97.6,93.4,98.2,26.8,95.4,12.8,18.7,92.5,49.4,86.5,2021
240,150162990250795,Chicago,Cook,LARGE,280,,81.4,184.0,1.5,0.8,0.8,0.8,0.5,92.9,91.5,94.6,,94.2,18.9,85.2,44.8,43.6,62.8,16.3,48.8,2021
241,150162990250796,Chicago,Cook,LARGE,1216,44.2,29.6,184.0,0.7,0.2,0.2,0.2,0.0,98.1,96.6,99.4,98.7,98.9,27.1,93.2,24.4,35.8,91.9,48.3,91.0,2021
242,150162990250803,Chicago,Cook,LARGE,578,2.4,88.8,184.0,1.6,0.4,0.3,0.4,0.4,98.5,97.4,100.0,,99.1,27.1,87.3,51.5,52.7,58.3,16.7,37.0,2021
243,150162990250818,Chicago,Cook,LARGE,97,,96.9,184.0,5.6,2.3,2.0,2.9,2.4,48.7,43.5,56.3,,51.4,16.7,92.0,75.0,77.1,66.7,0.0,0.0,2021
244,150162990250820,Chicago,Cook,LARGE,572,16.3,81.6,184.0,2.0,0.4,0.7,0.0,0.2,94.2,98.6,90.0,90.0,93.3,27.3,92.4,15.4,17.7,71.9,19.8,34.7,2021
245,150162990250824,Chicago,Cook,LARGE,209,,96.7,184.0,11.9,7.7,8.3,6.9,7.7,56.0,50.0,64.4,,64.8,21.1,88.9,65.4,68.0,48.0,6.7,30.7,2021
246,150162990250825,Chicago,Cook,LARGE,1039,1.0,90.3,184.0,4.7,2.3,2.8,1.8,2.0,86.2,81.3,91.0,,88.4,27.5,95.8,50.7,50.2,62.1,19.0,34.1,2021
247,150162990250826,Chicago,Cook,LARGE,243,,97.1,184.0,4.3,0.0,0.0,0.0,0.0,87.3,87.9,86.4,,87.0,13.8,81.6,89.1,89.4,41.4,15.7,31.4,2021
248,150162990250827,Chicago,Cook,LARGE,517,,96.5,184.0,2.3,0.7,0.4,0.9,0.7,93.8,89.8,97.9,,93.5,24.2,70.6,67.9,68.3,47.8,14.1,29.4,2021
249,150162990250828,Chicago,Cook,LARGE,446,11.2,78.3,184.0,2.2,0.0,0.0,0.0,0.0,96.6,95.7,97.6,,97.3,25.4,89.1,44.4,45.7,71.1,26.3,42.1,2021
