,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
997,210281680260001,West Frankfort,Franklin,LARGE,450,95.1,47.1,176.0,19.9,5.4,6.7,3.9,7.7,70.6,67.6,74.5,70.7,61.5,15.2,87.1,21.2,30.6,63.1,4.9,16.5,2020
998,210281740260001,Thompsonville,Franklin,SMALL,94,100.0,40.4,175.0,12.7,5.3,9.5,1.9,11.8,81.8,,94.4,81.8,,11.3,88.0,12.2,27.8,46.4,0.0,3.6,2020
999,210281880260001,Zeigler,Franklin,MEDIUM,168,90.5,58.3,175.0,10.9,5.4,4.3,6.4,8.8,67.9,60.9,72.7,65.4,57.1,13.5,88.9,15.9,21.5,57.1,7.1,11.9,2020
1000,210281960260001,Sesser,Franklin,MEDIUM,183,93.4,37.2,180.0,7.7,3.3,3.3,3.2,6.5,91.5,94.7,89.3,91.1,80.0,15.7,93.9,10.3,18.0,78.0,2.0,18.0,2020
1001,210440010260001,Goreville,Johnson,MEDIUM,169,94.7,40.8,176.0,3.8,2.8,1.1,4.7,6.3,88.9,95.8,81.0,90.5,88.2,14.8,91.7,8.0,13.3,70.6,5.9,19.6,2020
1002,210441330170001,Vienna,Johnson,SMALL,362,96.7,48.1,176.0,10.2,3.4,3.4,3.5,5.6,88.2,85.4,90.9,88.1,73.7,18.7,88.3,16.1,27.8,56.6,7.2,25.3,2020
1003,210610010260001,Metropolis,Massac,LARGE,588,81.5,52.6,177.0,15.4,4.6,4.5,4.8,6.1,84.0,80.8,87.1,85.8,72.3,21.8,90.2,17.6,24.3,65.3,5.7,19.2,2020
1004,210610380260001,Joppa,Massac,SMALL,102,89.2,65.7,177.0,15.1,5.1,9.3,0.0,7.3,89.5,83.3,,88.2,81.8,11.9,77.3,10.9,15.2,41.7,0.0,8.3,2020
1005,211000010260001,Johnston City,Williamson,MEDIUM,350,93.4,50.3,175.0,9.2,5.5,8.6,2.5,7.4,80.4,72.1,87.0,80.5,74.5,16.9,88.7,18.8,25.8,66.7,4.4,23.2,2020
1006,211000020260001,Marion,Williamson,LARGE,1108,80.4,47.5,175.0,10.7,5.0,5.5,4.3,8.1,82.5,78.2,87.1,84.8,71.7,17.8,88.9,17.9,28.1,70.1,10.9,28.1,2020
1007,211000030260001,Marion,Williamson,MEDIUM,161,98.1,47.8,176.0,17.0,1.8,1.0,3.0,2.2,88.9,90.5,86.7,88.9,86.4,18.3,93.3,17.3,22.7,69.4,5.6,13.9,2020
1008,211000040260001,Herrin,Williamson,LARGE,698,86.5,51.0,174.0,13.8,4.6,4.2,5.1,5.7,87.8,87.4,88.2,88.0,81.7,19.3,96.4,14.7,22.9,61.8,5.6,20.1,2020
1009,211000050260001,Carterville,Williamson,LARGE,665,84.2,28.9,175.0,11.0,3.0,3.2,2.9,5.4,95.9,95.4,96.4,96.0,90.0,23.6,89.7,11.8,22.6,73.6,8.3,30.6,2020
1010,240320010260001,Coal City,Grundy,LARGE,669,88.6,24.5,182.0,4.5,1.2,1.6,0.6,1.7,98.8,98.9,98.7,99.4,100.0,19.0,88.6,6.2,11.6,68.4,10.3,29.7,2020
1011,240320730170001,Gardner,Grundy,SMALL,200,91.0,15.0,183.0,9.0,3.4,6.2,0.0,12.5,89.1,81.8,95.8,88.6,84.6,,90.6,7.9,23.1,50.0,15.9,27.3,2020
1012,240321010160001,Morris,Grundy,MEDIUM,858,75.1,17.5,181.0,5.4,2.7,3.2,2.2,4.2,92.5,88.2,97.2,92.7,88.6,21.3,94.4,15.2,35.0,65.5,17.8,39.8,2020
1013,240321110160001,Minooka,Grundy,MEDIUM,2641,73.4,10.9,182.0,4.6,2.2,2.8,1.5,4.2,92.5,90.8,94.6,93.1,90.5,24.5,93.1,14.2,27.7,74.9,18.0,39.9,2020
1014,240470180160001,Newark,Kendall,SMALL,154,92.2,18.2,182.0,4.0,2.4,4.5,1.0,0.0,100.0,100.0,100.0,100.0,,13.2,87.2,7.5,19.2,55.3,17.0,25.5,2020
1015,240470880260001,Plano,Kendall,LARGE,720,33.2,51.1,181.0,8.2,2.7,3.5,1.9,3.5,93.6,92.9,94.4,95.5,89.4,20.8,74.8,10.8,15.3,63.3,23.8,33.3,2020
1016,240471150260001,Yorkville,Kendall,LARGE,1875,67.8,20.1,181.0,5.8,2.3,2.6,2.0,4.0,95.6,94.2,97.0,97.2,92.9,25.9,85.9,12.5,23.8,76.2,20.0,40.9,2020
1017,240473080260001,Oswego,Kendall,LARGE,2848,59.1,22.5,182.0,4.8,2.4,2.2,2.5,3.6,94.5,94.5,94.4,96.4,88.6,25.5,90.9,17.5,27.2,74.3,18.9,42.8,2020
1018,240473080260002,Oswego,Kendall,LARGE,2744,53.5,18.8,182.0,4.7,1.4,1.5,1.2,1.8,97.9,96.8,99.1,98.3,96.1,25.0,92.3,10.8,21.3,74.0,18.2,43.1,2020
1019,260290010260001,Astoria,Fulton,SMALL,99,94.9,49.5,176.0,9.3,4.7,6.5,2.3,5.6,90.0,83.3,100.0,89.7,78.6,9.7,82.6,21.8,25.0,71.4,4.8,28.6,2020
1020,260290020260001,Table Grove,Fulton,SMALL,87,94.3,34.5,176.0,7.8,7.0,5.0,10.0,13.9,78.8,76.2,83.3,78.1,76.5,9.6,75.0,25.3,41.9,43.5,0.0,17.4,2020
1021,260290030260001,Cuba,Fulton,SMALL,122,95.9,39.3,178.0,4.0,5.0,4.5,5.6,19.2,85.7,92.3,81.8,90.3,87.5,12.9,69.2,9.7,14.3,58.1,6.5,12.9,2020
1022,260290040260001,London Mills,Fulton,SMALL,97,95.9,33.0,177.0,7.5,5.8,9.1,2.0,2.6,69.0,57.1,80.0,69.0,50.0,13.0,100.0,12.7,21.1,80.7,16.1,32.3,2020
1023,260290660250001,Canton,Fulton,LARGE,687,93.9,38.1,181.0,13.9,3.4,4.1,2.6,6.1,87.9,85.3,91.4,89.1,69.0,22.1,86.8,12.7,23.7,70.4,16.1,28.4,2020
1024,260290970260001,Lewistown,Fulton,MEDIUM,270,97.8,47.8,177.0,8.9,3.6,3.1,4.2,9.2,93.3,93.3,93.3,93.2,85.0,15.1,86.8,7.8,12.3,64.4,6.7,20.0,2020
1025,260343070160001,Carthage,Hancock,SMALL,301,93.4,42.9,179.0,14.4,4.0,3.2,4.6,5.4,87.2,93.3,83.3,87.7,83.9,12.2,90.3,13.2,23.4,66.2,6.5,22.1,2020
1026,260343160260001,Warsaw,Hancock,SMALL,185,94.6,14.6,178.0,0.7,3.5,4.9,2.1,1.4,80.4,78.3,82.6,82.5,66.7,,90.2,12.4,21.4,44.4,7.4,13.0,2020
1027,260343280240001,Hamilton,Hancock,MEDIUM,241,90.0,41.5,176.0,8.7,4.8,5.8,3.7,6.7,86.0,83.3,88.0,87.5,64.7,14.1,83.9,13.4,21.2,58.7,21.7,32.6,2020
1028,260343370260001,Augusta,Hancock,SMALL,201,94.5,61.7,175.0,11.9,3.1,0.0,6.4,3.3,82.5,81.3,83.3,81.6,75.0,14.0,88.9,17.1,27.6,61.3,19.4,25.8,2020
1029,260621030260001,Sciota,McDonough,MEDIUM,156,98.1,47.4,176.0,14.4,4.1,5.7,2.5,5.0,79.1,81.0,77.3,81.0,73.9,15.5,81.6,11.2,16.3,71.4,16.7,38.1,2020
1030,260621700260001,Bushnell,McDonough,MEDIUM,189,95.2,35.4,176.0,8.8,8.5,11.3,5.7,20.0,74.5,65.2,82.1,74.0,55.0,11.4,77.2,11.4,28.8,70.0,13.3,31.7,2020
1031,260621850260001,Macomb,McDonough,LARGE,601,79.4,33.8,175.0,12.8,3.8,4.6,3.0,5.9,84.5,79.5,89.2,86.8,67.2,20.6,86.4,12.8,25.1,77.8,12.7,45.2,2020
1032,260850050260001,Rushville,Schuyler,MEDIUM,295,92.9,37.6,177.0,12.5,1.3,1.3,1.3,2.3,91.1,90.2,91.8,91.6,83.3,15.8,91.2,10.3,17.9,46.0,12.2,24.3,2020
1033,280061030220001,DePue,Bureau,SMALL,108,16.7,73.1,176.0,7.1,6.8,6.0,7.8,8.6,82.8,77.3,,,82.1,14.7,84.6,9.6,10.2,69.6,17.4,34.8,2020
1034,280063030260001,La Moille,Bureau,SMALL,71,87.3,43.7,177.0,10.0,5.2,4.9,5.6,11.4,88.0,91.7,84.6,86.4,80.0,9.8,80.8,13.5,16.1,65.0,5.0,10.0,2020
1035,280063400260001,Manlius,Bureau,MEDIUM,346,93.1,33.5,181.0,9.2,2.4,2.5,2.4,5.3,91.3,88.6,93.8,90.9,89.2,20.7,86.8,9.3,17.7,60.0,14.7,32.0,2020
1036,280065000150001,Princeton,Bureau,SMALL,533,90.2,37.5,176.0,11.6,2.0,2.8,1.1,3.0,94.1,88.1,98.7,96.0,92.2,22.9,90.7,21.6,36.7,64.0,7.2,18.0,2020
1037,280065020170001,Spring Valley,Bureau,SMALL,417,68.3,52.0,180.0,6.2,5.2,5.4,5.0,5.8,88.5,88.7,88.2,89.2,86.2,18.3,91.6,13.1,18.6,68.1,8.3,25.0,2020
1038,280065050160001,Ohio,Bureau,SMALL,35,100.0,40.0,176.0,3.7,2.7,0.0,5.9,6.3,,,,,,6.6,92.3,8.3,20.0,55.6,0.0,11.1,2020
1039,280372230260001,Orion,Henry,MEDIUM,320,92.5,15.9,183.0,7.4,1.2,1.1,1.4,2.0,88.6,85.7,93.3,87.7,90.9,18.9,87.9,7.4,29.4,74.6,14.9,41.8,2020
1040,280372240260001,Galva,Henry,MEDIUM,210,94.3,45.7,178.0,8.4,6.4,7.3,5.4,13.4,93.0,88.0,100.0,92.7,76.9,14.3,82.4,9.6,14.8,71.4,7.1,26.2,2020
1041,280372250260001,Woodhull,Henry,SMALL,156,91.7,45.5,181.0,4.2,3.8,5.9,1.9,9.1,90.5,84.6,,89.5,81.8,13.1,82.2,8.3,13.9,64.3,17.9,28.6,2020
1042,280372260260001,Annawan,Henry,SMALL,104,87.5,26.9,181.0,4.8,0.9,0.0,1.9,3.6,96.0,93.8,,95.5,,12.3,92.9,4.6,17.9,61.3,6.5,22.6,2020
1043,280372270260002,Cambridge,Henry,SMALL,233,95.7,45.9,181.0,3.4,2.1,1.3,3.1,1.6,90.3,90.0,90.9,93.1,80.0,13.8,80.0,4.9,8.3,69.2,7.7,30.8,2020
1044,280372280260001,Geneseo,Henry,LARGE,870,91.5,18.4,182.0,2.2,0.9,1.6,0.2,2.0,96.8,93.9,100.0,96.6,91.2,22.2,90.3,4.1,12.8,72.4,14.3,44.8,2020
1045,280372290260001,Kewanee,Henry,LARGE,552,70.7,68.3,181.0,14.9,10.1,10.7,9.4,13.5,77.2,75.4,79.1,80.0,73.2,22.2,85.1,27.2,32.2,52.2,10.3,21.3,2020
1046,280372300260002,Kewanee,Henry,MEDIUM,233,74.7,35.6,177.0,7.0,4.3,4.6,3.9,7.9,88.9,76.5,96.4,91.2,75.0,11.0,88.9,11.7,21.5,67.8,10.2,37.3,2020
1047,280881000260001,Toulon,Stark,MEDIUM,209,91.9,37.3,176.0,12.3,2.6,3.4,1.8,3.6,88.9,89.3,88.5,87.2,76.9,13.4,76.7,17.9,33.3,74.6,10.5,23.9,2020
1048,300020010220001,Cairo,Alexander,SMALL,136,5.1,100.0,178.0,12.6,2.2,4.0,0.0,2.2,78.9,,90.0,,78.9,13.1,70.3,18.8,18.8,50.0,3.9,26.9,2020
1049,300020050260001,Tamms,Alexander,SMALL,92,84.8,100.0,176.0,12.3,5.8,4.8,7.1,5.8,75.0,85.7,60.0,73.9,75.0,12.7,87.0,11.7,11.7,53.9,0.0,3.9,2020
1050,300391650160001,Carbondale,Jackson,MEDIUM,988,52.6,60.9,176.0,18.4,6.1,7.3,4.9,7.1,93.2,92.1,94.4,95.7,90.3,18.1,93.0,24.3,33.7,68.3,9.5,35.5,2020
1051,300391760260001,Campbell Hill,Jackson,MEDIUM,278,94.2,51.4,176.0,7.0,2.7,4.5,0.7,5.3,93.1,91.7,94.4,93.9,84.8,17.9,91.8,14.4,27.6,64.2,7.5,22.4,2020
1052,300391860260001,Murphysboro,Jackson,LARGE,588,70.1,99.5,176.0,10.9,3.4,5.5,1.3,3.3,89.3,88.9,89.9,88.7,89.3,19.9,88.6,20.7,20.4,70.7,6.0,27.6,2020
1053,300391960260001,Elkville,Jackson,SMALL,105,97.1,41.9,176.0,13.8,9.9,10.8,9.1,14.5,81.5,80.0,83.3,88.0,58.3,14.0,87.0,20.3,26.6,70.4,0.0,7.4,2020
1054,300731010160001,Pinckneyville,Perry,SMALL,448,96.2,37.3,176.0,5.8,3.4,3.3,3.4,5.5,87.9,82.4,93.8,87.5,78.4,20.0,93.3,3.7,8.4,69.0,8.9,28.3,2020
1055,300733000260001,Du Quoin,Perry,MEDIUM,550,81.8,56.2,177.0,7.8,5.4,6.5,4.1,8.4,91.0,86.0,96.0,91.6,86.3,19.1,93.7,15.2,22.1,64.2,3.8,28.3,2020
1056,300771000260001,Ullin,Pulaski,SMALL,204,84.8,50.5,176.0,4.6,3.3,4.7,1.7,3.3,91.9,93.8,90.5,100.0,93.3,11.7,82.9,10.9,10.6,48.4,3.2,16.1,2020
1057,300771010260001,Mounds,Pulaski,SMALL,125,27.2,99.2,176.0,12.5,5.0,6.3,3.8,5.1,83.3,90.0,77.3,81.8,83.3,15.7,48.4,22.1,22.2,16.1,0.0,3.2,2020
1058,300910170220001,Cobden,Union,MEDIUM,186,70.4,41.9,181.0,6.5,2.5,3.9,1.1,2.4,96.4,93.8,100.0,100.0,100.0,18.0,84.2,4.6,6.2,66.7,2.6,28.2,2020
1059,300910660220001,Dongola,Union,SMALL,81,96.3,100.0,176.0,9.4,3.2,6.7,0.0,3.3,96.2,94.4,,95.8,96.2,22.0,64.3,15.1,15.3,18.2,0.0,9.1,2020
1060,300910810160001,Anna,Union,SMALL,499,88.8,45.7,176.0,8.7,3.2,3.2,3.2,4.3,87.7,87.3,88.1,86.7,81.0,21.5,92.9,12.5,20.3,56.0,6.4,28.0,2020
1061,300910840260001,Wolf Lake,Union,SMALL,79,94.9,68.4,176.0,17.6,6.5,3.6,10.8,9.7,76.2,83.3,,76.2,66.7,11.1,87.0,11.6,14.3,35.5,0.0,0.0,2020
1062,310450460220001,Elgin,Kane,LARGE,2567,9.7,74.8,180.0,12.6,4.1,4.4,3.8,4.8,83.5,79.9,87.1,81.7,83.1,22.5,89.1,30.1,33.4,59.7,13.4,23.2,2020
1063,310450460220002,Elgin,Kane,LARGE,2036,13.4,75.4,180.0,14.9,4.9,5.2,4.7,4.5,75.4,69.5,81.6,84.8,75.6,21.8,89.1,30.0,32.6,55.6,9.5,18.5,2020
1064,310450460220003,Streamwood,Kane,LARGE,1818,19.5,68.8,180.0,12.0,2.9,3.7,2.0,3.2,88.2,82.5,93.8,95.8,88.1,23.3,85.8,30.2,37.8,63.1,12.1,25.8,2020
1065,310450460220004,Bartlett,Kane,LARGE,2399,40.2,39.3,180.0,7.8,2.7,3.1,2.3,4.3,91.5,90.8,92.3,95.3,87.1,24.9,87.8,40.5,54.7,74.3,13.9,41.6,2020
1066,310450460220005,South Elgin,Kane,LARGE,2717,48.0,35.4,180.0,7.6,2.4,2.6,2.2,4.9,91.6,92.0,91.3,94.7,85.7,26.1,91.8,17.5,30.4,78.2,18.1,45.2,2020
1067,310451010220001,Batavia,Kane,LARGE,1933,79.7,16.1,178.0,2.9,1.0,0.6,1.3,1.2,93.9,92.3,95.5,94.9,84.0,24.5,95.3,9.7,22.1,83.5,20.0,60.8,2020
1068,310451290220001,Aurora,Kane,LARGE,3663,25.6,47.4,177.0,8.6,2.4,3.1,1.7,3.0,85.7,82.1,89.2,89.1,81.4,24.5,94.2,8.9,10.8,67.2,14.8,26.5,2020
1069,310451310220001,Aurora,Kane,LARGE,4070,2.3,61.4,178.0,11.2,6.6,8.4,4.7,7.9,75.2,67.8,83.4,73.3,73.2,22.6,88.2,21.7,25.5,59.3,17.8,24.8,2020
1070,310453000260002,Carpentersville,Kane,LARGE,2560,27.5,61.9,180.0,13.1,2.4,3.1,1.8,3.2,94.3,93.0,95.8,92.8,94.7,23.3,88.4,12.2,14.9,57.2,11.1,25.8,2020
1071,310453000260003,Hampshire,Kane,LARGE,1757,62.5,23.7,180.0,5.1,2.3,2.8,1.9,4.3,96.7,95.3,98.3,97.2,95.5,23.4,94.7,6.3,12.3,74.2,14.1,40.4,2020
1072,310453000260004,Algonquin,Kane,LARGE,2043,63.5,23.9,180.0,5.8,1.9,1.9,1.9,4.0,94.5,93.0,96.2,94.6,92.1,23.7,92.8,5.8,9.4,77.6,14.4,46.9,2020
1073,310453010260001,Burlington,Kane,LARGE,1240,62.9,14.0,176.0,3.6,1.2,1.5,0.8,3.4,95.2,93.5,96.7,96.0,88.5,25.7,93.2,19.3,37.3,82.4,14.6,47.1,2020
1074,310453020260001,Maple Park,Kane,LARGE,1332,79.4,15.3,174.0,2.8,1.5,1.7,1.3,2.7,92.1,90.4,94.3,91.5,87.3,24.0,90.6,7.2,16.0,79.0,18.0,45.6,2020
1075,310453030260011,Saint Charles,Kane,LARGE,2405,74.9,17.2,179.0,4.7,1.2,1.6,0.7,3.1,95.2,94.4,96.1,96.2,83.6,21.5,92.4,13.9,30.3,79.9,18.9,56.5,2020
1076,310453030260012,Saint Charles,Kane,LARGE,1972,80.8,6.9,179.0,2.5,1.1,1.2,0.9,4.7,96.2,94.1,98.4,95.5,85.3,22.9,95.6,10.3,23.4,88.8,24.4,69.2,2020
1077,310453040260001,Geneva,Kane,LARGE,1831,85.0,4.0,177.0,3.7,0.7,0.8,0.5,2.4,96.9,95.5,98.3,97.8,86.4,23.1,95.3,7.3,22.1,87.6,24.4,65.5,2020
1078,320380030260001,Donovan,Iroquois,SMALL,88,78.4,53.4,177.0,12.5,7.8,10.6,5.5,10.9,96.9,92.3,100.0,96.3,93.3,14.1,45.5,9.4,14.0,52.2,0.0,21.7,2020
1079,320380040260001,Clifton,Iroquois,MEDIUM,300,88.3,32.0,176.0,10.1,3.5,4.6,2.1,9.0,97.6,97.8,97.4,98.7,96.3,17.7,88.4,12.2,24.3,74.7,13.9,25.3,2020
1080,320380060260001,Cissna Park,Iroquois,SMALL,89,89.9,37.1,181.0,4.1,0.0,0.0,0.0,0.0,94.7,92.9,,94.4,,10.1,85.0,3.8,10.0,63.6,0.0,4.6,2020
1081,320380090260001,Watseka,Iroquois,MEDIUM,320,84.1,56.6,176.0,8.9,3.6,3.2,4.0,4.3,84.7,91.9,77.1,88.7,81.4,16.5,85.7,16.7,24.2,48.8,13.4,15.9,2020
1082,320380100260001,Gilman,Iroquois,MEDIUM,314,65.3,48.4,176.0,6.3,2.2,2.4,1.9,3.9,90.9,95.1,86.1,92.2,84.2,16.9,78.0,11.1,14.8,63.4,7.3,26.8,2020
1083,320381240260001,Milford,Iroquois,MEDIUM,181,93.4,43.1,177.0,11.3,2.5,1.1,3.9,5.8,96.1,95.2,96.7,95.9,91.7,11.1,93.1,11.3,20.5,57.4,7.4,27.8,2020
1084,320460010260003,Momence,Kankakee,MEDIUM,311,52.4,66.9,176.0,9.8,2.9,1.0,5.3,2.7,95.0,93.9,96.8,95.0,93.2,15.4,81.7,13.2,15.8,54.3,5.7,14.3,2020
1085,320460020260001,Herscher,Kankakee,MEDIUM,494,94.1,23.1,181.0,4.7,3.4,4.0,2.8,3.2,93.3,92.4,94.2,93.8,87.5,19.8,84.0,10.6,19.8,75.0,18.4,37.5,2020
1086,320460050260005,Manteno,Kankakee,LARGE,637,83.0,31.2,176.0,6.1,2.6,2.5,2.7,3.3,92.8,90.4,95.9,93.3,82.5,19.4,86.7,9.5,14.0,50.0,9.9,28.5,2020
1087,320460060260001,Grant Park,Kankakee,MEDIUM,149,85.2,26.2,179.0,8.5,0.0,0.0,0.0,0.0,91.5,91.7,91.3,95.2,88.2,14.2,76.7,16.0,33.3,60.5,29.0,36.8,2020
1088,320461110250014,Kankakee,Kankakee,LARGE,1304,21.6,78.6,181.0,12.9,4.1,5.1,3.1,4.7,83.6,78.0,89.8,77.5,82.9,20.4,79.9,36.1,40.0,40.0,7.1,16.1,2020
1089,320463020160001,Saint Anne,Kankakee,SMALL,186,30.1,79.6,176.0,11.2,11.1,12.3,9.6,12.9,72.5,67.7,76.3,73.9,65.5,12.1,81.0,11.6,13.1,56.1,8.8,17.5,2020
1090,320463070160001,Bradley,Kankakee,MEDIUM,1944,68.3,40.8,176.0,8.8,2.1,2.1,2.2,3.4,90.4,87.4,93.6,91.3,87.5,24.6,90.2,21.3,30.9,61.0,14.3,27.6,2020
1091,330362350260001,Biggsville,Henderson,MEDIUM,232,95.3,52.2,175.0,7.8,4.5,5.3,3.5,5.1,84.9,76.9,92.6,84.6,73.3,14.9,89.6,18.8,30.2,50.0,3.6,14.3,2020
1092,330482020260001,Knoxville,Knox,MEDIUM,347,93.9,37.8,176.0,9.3,3.7,5.9,0.6,6.8,85.2,79.6,94.1,86.4,75.0,16.2,88.2,7.6,16.0,66.7,12.4,25.9,2020
1093,330482050260023,Galesburg,Knox,LARGE,1237,63.6,58.0,176.0,17.8,5.7,6.2,5.2,8.1,80.9,75.9,86.3,81.4,72.1,20.6,87.0,21.2,30.2,60.7,12.5,21.1,2020
1094,330482080260001,Oneida,Knox,MEDIUM,258,95.3,39.9,177.0,8.6,1.1,1.0,1.2,1.3,80.0,76.0,85.0,81.4,64.7,13.4,92.0,8.1,15.8,68.3,22.0,39.0,2020
1095,330482100260001,Williamsfield,Knox,SMALL,85,90.6,34.1,177.0,18.3,1.1,0.0,2.3,3.7,95.0,91.7,,94.7,,7.5,100.0,13.6,25.9,60.0,16.0,20.0,2020
1096,330482760260001,Abingdon,Knox,MEDIUM,258,92.6,45.0,176.0,10.3,1.8,0.7,2.9,3.1,84.3,82.9,85.7,84.3,66.7,15.3,76.9,15.2,26.4,65.2,17.4,21.7,2020
1097,330664040260001,Aledo,Mercer,MEDIUM,377,93.9,34.5,176.0,6.7,2.4,1.9,3.0,5.7,89.6,89.8,89.4,91.0,82.1,17.4,93.1,24.1,42.9,60.7,21.4,36.0,2020
1098,330942380260001,Monmouth,Warren,MEDIUM,498,58.4,99.6,176.0,10.3,4.0,6.0,2.1,4.8,92.6,95.2,90.4,92.5,94.7,16.0,90.7,17.8,23.3,63.6,19.0,29.8,2020
1099,330943040260001,Monmouth,Warren,MEDIUM,252,94.0,33.3,176.0,5.1,2.2,2.1,2.2,4.8,89.9,91.7,87.9,90.3,73.1,15.7,87.0,7.0,12.9,74.0,19.2,30.1,2020
1100,340490600260022,Waukegan,Lake,LARGE,4522,2.9,58.4,178.0,13.8,7.3,8.6,5.8,8.3,77.0,70.5,84.0,77.1,73.3,22.8,84.8,31.5,36.9,54.2,11.8,20.2,2020
1101,340490950260001,Lake Zurich,Lake,LARGE,1787,79.7,10.3,182.0,2.7,0.4,0.5,0.3,1.0,96.7,95.5,98.0,96.1,92.5,24.6,94.0,9.7,22.9,88.5,19.7,67.0,2020
1102,340491130170001,Deerfield,Lake,LARGE,1588,86.9,3.7,177.0,1.4,0.4,0.2,0.6,1.6,96.5,96.4,96.5,97.1,100.0,22.6,95.3,5.2,18.0,95.2,32.4,90.5,2020
1103,340491130170002,Highland Park,Lake,LARGE,1878,66.8,11.7,177.0,3.0,1.4,2.0,0.8,3.3,94.8,95.4,94.1,96.6,81.0,21.9,94.2,13.6,31.1,87.4,29.8,73.2,2020
1104,340491150160001,Lake Forest,Lake,MEDIUM,1537,82.4,0.6,181.0,1.4,0.5,0.6,0.4,,98.0,96.6,99.5,97.6,,21.0,95.3,5.0,10.6,87.8,40.8,82.3,2020
1105,340491160260006,Round Lake,Lake,LARGE,2206,12.1,77.7,182.0,6.7,3.1,3.4,2.8,4.4,88.4,88.6,88.3,80.0,91.2,23.0,90.2,19.0,24.4,55.9,11.3,18.5,2020
1106,340491170160001,Antioch,Lake,MEDIUM,1315,76.9,15.2,181.0,5.1,1.8,2.1,1.4,4.8,95.7,93.1,98.6,95.7,94.1,22.4,88.9,12.1,27.6,76.0,16.9,42.9,2020
1107,340491170160002,Lake Villa,Lake,MEDIUM,1285,80.5,11.3,181.0,3.4,2.2,2.7,1.6,9.2,96.7,94.8,98.7,97.1,86.5,21.6,88.8,12.4,26.1,76.9,18.8,47.5,2020
1108,340491180260005,Wauconda,Lake,LARGE,1371,59.7,36.0,180.0,5.1,2.3,2.9,1.7,4.7,91.2,89.0,93.5,94.6,85.8,24.0,83.6,12.1,21.3,74.9,11.7,40.1,2020
1109,340491200130001,Mundelein,Lake,MEDIUM,2069,41.1,30.6,180.0,3.8,2.1,2.9,1.3,3.2,91.2,89.9,92.6,93.1,87.7,24.3,95.1,7.0,9.9,79.3,21.2,50.6,2020
1110,340491210170001,Gurnee,Lake,LARGE,3876,39.5,18.1,181.0,9.4,1.6,1.7,1.4,3.7,93.9,94.6,93.1,96.8,84.8,23.6,92.5,10.0,21.2,77.0,17.2,46.6,2020
1111,340491240160001,Fox Lake,Lake,MEDIUM,1773,60.3,34.1,183.0,6.0,1.9,2.1,1.6,2.9,92.1,91.3,93.1,92.2,89.0,21.3,92.7,8.1,14.8,71.8,13.4,35.0,2020
1112,340491250130001,Lincolnshire,Lake,LARGE,4271,53.1,2.1,178.0,2.8,1.7,1.5,1.8,7.0,97.1,95.9,98.4,97.5,95.2,23.6,94.5,9.3,28.1,90.3,25.8,78.3,2020
1113,340491260170001,Zion,Lake,MEDIUM,2149,17.3,55.7,181.0,12.1,4.3,4.8,3.8,4.6,77.8,73.6,82.4,85.5,70.6,19.7,87.0,20.4,23.1,56.8,14.0,31.3,2020
1114,340491260170002,Zion,Lake,MEDIUM,340,19.7,47.4,181.0,4.4,2.0,1.7,2.4,1.7,90.1,90.0,90.3,89.5,90.9,12.4,91.8,5.8,6.9,54.7,14.1,20.3,2020
1115,340491270160001,Grayslake,Lake,MEDIUM,1359,59.2,10.8,183.0,4.1,2.1,2.4,1.8,8.6,95.0,92.3,97.7,95.8,90.7,21.9,92.3,11.6,29.7,84.5,24.7,57.2,2020
1116,340491270160002,Grayslake,Lake,MEDIUM,1403,57.9,14.9,183.0,5.7,1.8,1.4,2.3,2.6,93.4,93.7,93.0,94.4,90.0,21.6,94.7,17.2,37.4,81.8,19.5,46.2,2020
1117,340491280160002,Libertyville,Lake,MEDIUM,1805,80.4,4.3,181.0,2.1,0.7,0.6,0.8,1.3,97.4,98.0,96.7,97.6,100.0,23.2,94.6,9.3,24.7,90.8,26.7,79.7,2020
1118,340491280160004,Vernon Hills,Lake,MEDIUM,1483,59.6,10.8,181.0,2.9,1.2,1.5,0.9,0.6,96.3,94.4,98.3,96.7,95.7,22.2,91.8,11.0,23.8,91.3,24.1,69.4,2020
1119,340491870260001,North Chicago,Lake,LARGE,728,2.1,97.9,181.0,16.3,10.8,9.9,11.7,10.3,71.3,71.4,71.1,,71.7,22.6,72.2,40.3,39.9,49.6,11.5,23.7,2020
1120,340492200260004,Barrington,Lake,LARGE,2921,63.4,18.5,181.0,2.4,0.6,0.5,0.8,0.4,95.6,94.2,97.1,95.5,93.1,23.7,93.5,6.5,14.5,86.9,25.4,61.0,2020
