,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
1955,010090150260007,Beardstown,Cass,MEDIUM,173.0,10.9,2.4,3.9,0.9,2.5,81.0,79.7,82.5,85.7,74.7,19.0,77.4,3.3,4.1,2018
1956,010090640260003,Virginia,Cass,SMALL,174.0,7.0,1.6,0.0,3.3,0.0,95.2,100.0,,95.2,,8.0,82.6,7.2,6.3,2018
1957,010092620260002,Ashland,Cass,SMALL,174.0,5.6,0.7,1.4,0.0,1.5,91.4,88.2,94.4,90.6,85.0,12.0,73.9,21.7,30.2,2018
1958,010690010260001,Franklin,Morgan,SMALL,175.0,10.5,3.7,5.3,2.3,6.5,93.3,100.0,,93.3,,11.0,89.8,18.8,38.2,2018
1959,010690060260001,Waverly,Morgan,SMALL,175.0,6.1,2.8,3.6,1.9,10.7,90.5,,88.2,90.0,,16.0,76.7,32.1,45.0,2018
1960,010690110260001,Meredosia,Morgan,SMALL,173.0,7.0,0.0,0.0,0.0,0.0,85.7,,,85.7,80.0,6.0,76.5,35.2,51.9,2018
1961,010690270260001,Concord,Morgan,SMALL,175.0,5.9,0.0,0.0,0.0,0.0,95.5,91.7,100.0,95.5,,15.0,84.4,8.5,8.0,2018
1962,010691170220014,Jacksonville,Morgan,LARGE,174.0,13.6,6.7,7.0,6.4,11.6,73.0,67.2,78.7,75.0,58.4,17.0,85.9,26.1,37.4,2018
1963,010750030260002,Pleasant Hill,Pike,SMALL,174.0,9.8,5.2,5.6,4.9,2.6,84.6,100.0,69.2,84.6,,11.0,87.5,29.5,38.9,2018
1964,010750040260002,Griggsville,Pike,SMALL,176.0,13.1,8.0,11.5,4.2,10.8,65.6,58.8,73.3,66.7,50.0,10.0,67.7,10.5,10.5,2018
1965,010750100260009,Pittsfield,Pike,MEDIUM,174.0,8.1,1.8,1.7,1.8,3.0,86.3,88.1,84.2,85.5,78.4,15.0,88.3,14.1,25.5,2018
1966,010750120260001,Barry,Pike,MEDIUM,174.0,9.2,0.7,1.3,0.0,1.2,88.9,86.7,90.5,88.9,75.0,19.0,80.0,3.7,5.1,2018
1967,010860010260001,Winchester,Scott,MEDIUM,175.0,2.8,0.0,0.0,0.0,0.0,94.0,88.0,100.0,93.9,90.0,10.0,81.0,14.0,32.7,2018
1968,010860020260001,Bluffs,Scott,SMALL,175.0,4.6,0.0,0.0,0.0,0.0,100.0,,,100.0,,11.0,68.2,18.0,20.9,2018
1969,030030010260001,Mulberry Grove,Bond,SMALL,174.0,8.9,0.9,0.0,1.7,2.2,85.7,100.0,73.3,87.0,76.9,11.0,76.5,1.9,0.0,2018
1970,030030020260001,Greenville,Bond,LARGE,176.0,7.4,1.1,1.4,0.9,2.1,92.9,93.9,91.1,92.5,84.4,20.0,90.8,12.9,22.8,2018
1971,030110010260002,Morrisonville,Christian,SMALL,175.0,7.8,5.6,10.0,2.0,25.0,82.6,78.6,,82.6,,12.0,83.3,31.0,40.7,2018
1972,030110030260006,Taylorville,Christian,LARGE,174.0,10.1,1.3,1.6,1.1,2.2,91.0,89.0,93.1,91.3,82.9,15.0,86.0,30.0,,2018
1973,030110040260002,Edinburg,Christian,SMALL,176.0,9.3,1.2,2.6,0.0,0.0,95.8,90.0,100.0,95.7,,7.0,63.6,10.6,25.0,2018
1974,030110080260006,Pana,Christian,MEDIUM,176.0,5.4,1.5,2.0,1.0,2.9,92.9,89.7,95.6,92.9,85.3,20.0,89.0,24.3,38.0,2018
1975,030110140240001,Kincaid,Christian,SMALL,174.0,15.9,2.2,2.4,2.0,4.3,82.1,76.5,90.9,81.5,73.3,11.0,86.4,11.6,10.3,2018
1976,030250100260001,Altamont,Effingham,MEDIUM,175.0,5.9,1.3,2.6,0.0,3.2,88.5,84.4,93.1,88.3,78.8,16.0,90.6,20.4,30.7,2018
1977,030250200260001,Beecher City,Effingham,SMALL,175.0,5.2,0.0,0.0,0.0,0.0,81.5,91.7,73.3,80.8,75.0,8.0,95.2,3.3,4.7,2018
1978,030250300260001,Dieterich,Effingham,MEDIUM,175.0,5.2,0.0,0.0,0.0,0.0,96.6,100.0,90.9,96.6,90.0,11.0,83.3,8.2,12.2,2018
1979,030250400260001,Effingham,Effingham,LARGE,175.0,8.5,1.6,2.4,0.8,2.6,92.1,86.9,96.8,92.7,84.3,16.0,93.8,5.9,11.3,2018
1980,030250500260001,Teutopolis,Effingham,MEDIUM,174.0,1.3,0.3,0.6,0.0,0.0,97.3,96.1,100.0,97.3,,18.0,93.3,1.9,11.1,2018
1981,030262010260003,Brownstown,Fayette,SMALL,174.0,18.5,0.0,0.0,0.0,0.0,100.0,,100.0,100.0,,11.0,83.3,29.7,50.0,2018
1982,030262020260002,Saint Elmo,Fayette,SMALL,174.0,5.4,0.0,0.0,0.0,0.0,88.2,84.2,93.3,87.9,80.0,18.0,91.2,5.0,12.2,2018
1983,030262030260001,Vandalia,Fayette,MEDIUM,174.0,10.3,0.2,0.5,0.0,0.5,86.0,79.7,92.7,86.1,76.3,16.0,89.3,17.4,24.2,2018
1984,030262040260002,Ramsey,Fayette,SMALL,174.0,11.7,4.9,8.3,2.4,9.2,92.3,85.7,100.0,92.3,84.6,11.0,88.9,11.6,21.6,2018
1985,030680020260001,Raymond,Montgomery,MEDIUM,175.0,9.9,2.7,4.3,1.3,5.9,82.9,71.4,95.0,86.8,72.2,14.0,84.0,19.6,35.6,2018
1986,030680030260001,Hillsboro,Montgomery,MEDIUM,175.0,16.9,3.7,3.0,4.4,7.5,88.2,87.9,88.5,87.1,73.8,19.0,92.4,18.8,33.7,2018
1987,030680120260001,Litchfield,Montgomery,MEDIUM,176.0,10.3,1.3,1.5,1.0,2.5,82.5,78.9,87.5,82.8,75.0,16.0,81.4,25.0,33.3,2018
1988,030680220260001,Nokomis,Montgomery,MEDIUM,176.0,8.1,0.6,1.1,0.0,1.4,91.7,92.6,90.5,91.5,84.2,15.0,90.6,2.4,6.0,2018
1989,040041000260001,Belvidere,Boone,LARGE,173.0,8.4,1.2,1.8,0.6,1.3,92.8,92.9,92.8,91.7,92.4,22.0,87.7,19.5,24.6,2018
1990,040041000260002,Belvidere,Boone,LARGE,173.0,9.1,1.1,1.1,1.0,1.8,90.4,90.1,90.6,92.0,80.7,22.0,91.9,18.7,30.1,2018
1991,040042000260003,Poplar Grove,Boone,MEDIUM,174.0,4.3,0.6,0.4,0.8,1.3,90.0,88.5,91.3,91.0,87.3,18.0,80.5,3.4,6.2,2018
1992,041011220220002,Machesney Park,Winnebago,LARGE,174.0,14.6,2.3,3.1,1.4,3.7,80.7,80.0,81.6,81.1,68.3,21.0,84.3,43.2,55.1,2018
1993,041011220220003,Machesney Park,Winnebago,LARGE,174.0,12.9,0.0,0.0,0.0,0.0,,,,,,20.0,,21.0,29.2,2018
1994,041012050250001,Rockford,Winnebago,LARGE,172.0,17.3,4.9,5.9,4.0,6.3,68.3,61.5,74.1,74.8,64.9,22.0,90.0,27.1,100.0,2018
1995,041012050250002,Rockford,Winnebago,LARGE,172.0,17.9,4.5,5.2,3.7,5.5,68.1,62.4,73.6,75.3,66.7,19.0,89.3,25.1,31.9,2018
1996,041012050250003,Rockford,Winnebago,LARGE,172.0,14.4,2.5,3.2,1.7,4.0,81.1,77.9,84.4,85.8,76.8,24.0,85.1,21.9,34.4,2018
1997,041012050250004,Rockford,Winnebago,LARGE,172.0,19.0,4.2,4.6,3.7,5.8,76.3,69.9,83.7,74.1,75.4,20.0,86.0,30.4,40.2,2018
1998,041012070160001,Rockton,Winnebago,MEDIUM,172.0,4.0,0.7,0.8,0.6,1.2,93.3,92.0,94.7,93.6,82.3,23.0,94.2,15.3,30.4,2018
1999,041013200260001,South Beloit,Winnebago,MEDIUM,173.0,7.8,0.8,0.8,0.8,0.6,89.5,92.3,87.1,92.5,88.9,10.0,83.3,11.0,13.0,2018
2000,041013210260001,Pecatonica,Winnebago,MEDIUM,174.0,9.5,2.3,2.4,2.3,1.9,84.7,85.2,84.4,83.6,72.7,14.0,95.2,5.2,6.4,2018
2001,041013220260001,Durand,Winnebago,MEDIUM,174.0,9.6,0.6,0.0,1.2,2.6,91.9,86.4,100.0,91.2,,12.0,91.1,10.1,15.6,2018
2002,041013230260001,Winnebago,Winnebago,MEDIUM,174.0,1.7,0.7,1.2,0.0,2.2,96.3,96.6,95.8,97.8,88.0,18.0,96.7,5.4,50.0,2018
2003,050162020170001,Evanston,Cook,MEDIUM,176.0,7.8,0.7,0.8,0.5,1.4,92.3,90.0,94.8,96.4,86.2,19.0,91.5,12.9,23.4,2018
2004,050162030170001,Winnetka,Cook,LARGE,177.0,1.4,0.0,0.0,0.1,0.0,98.3,97.9,98.7,98.2,100.0,21.0,92.9,12.4,26.8,2018
2005,050162030170002,Northfield,Cook,LARGE,177.0,2.5,0.0,0.0,0.0,0.0,,,,,,22.0,85.7,6.0,21.1,2018
2006,050162070170001,Park Ridge,Cook,LARGE,179.0,7.3,0.5,0.9,0.2,0.5,90.7,86.8,94.4,88.3,87.3,20.0,90.4,21.6,28.4,2018
2007,050162070170003,Park Ridge,Cook,LARGE,179.0,1.8,0.4,0.4,0.4,1.1,96.8,95.2,98.6,96.8,92.5,21.0,92.4,19.4,30.7,2018
2008,050162070170004,Des Plaines ,Cook,LARGE,179.0,5.4,0.7,0.4,1.0,1.0,87.9,84.9,91.5,89.3,81.0,21.0,93.7,20.9,27.9,2018
2009,050162110170001,Hoffman Estates,Cook,LARGE,180.0,3.0,0.4,0.6,0.2,0.9,96.7,94.6,99.0,97.1,92.9,22.0,91.7,11.2,20.6,2018
2010,050162110170002,Palatine,Cook,LARGE,180.0,2.5,0.5,0.6,0.4,2.1,97.9,97.9,97.8,98.4,93.2,22.0,95.2,11.1,28.4,2018
2011,050162110170003,Palatine,Cook,LARGE,180.0,4.4,0.8,1.2,0.4,1.3,91.6,87.7,95.8,95.8,89.7,22.0,95.9,19.5,28.0,2018
2012,050162110170004,Schaumburg,Cook,LARGE,180.0,3.9,0.6,0.9,0.3,0.9,94.8,92.7,96.8,94.6,91.6,21.0,93.0,13.8,21.0,2018
2013,050162110170006,Hoffman Estates,Cook,LARGE,180.0,5.3,0.5,0.7,0.3,1.1,93.0,91.2,95.0,92.6,90.3,20.0,95.4,14.5,19.6,2018
2014,050162140170002,Elk Grove Village,Cook,LARGE,178.0,8.9,0.5,0.7,0.2,0.2,96.6,93.9,99.5,97.3,95.8,23.0,95.8,23.3,23.4,2018
2015,050162140170004,Arlington Heights,Cook,LARGE,178.0,3.1,0.3,0.1,0.5,1.4,89.7,86.9,92.7,93.3,72.3,19.0,96.6,14.7,20.5,2018
2016,050162140170005,Mt Prospect,Cook,LARGE,178.0,2.9,0.6,0.6,0.7,0.6,95.7,94.9,96.5,97.8,91.3,24.0,96.2,11.9,24.8,2018
2017,050162140170006,Wheeling,Cook,LARGE,178.0,5.8,0.8,1.0,0.5,1.2,94.0,94.3,93.6,97.1,90.1,20.0,96.9,23.7,26.7,2018
2018,050162140170007,Rolling Meadows,Cook,LARGE,178.0,7.3,0.4,0.5,0.2,0.5,94.0,93.9,94.1,97.3,87.5,21.0,95.9,18.5,22.9,2018
2019,050162140170008,Buffalo Grove,Cook,LARGE,178.0,4.4,0.7,0.7,0.8,1.8,97.3,97.2,97.3,97.8,89.7,21.0,96.2,19.3,32.9,2018
2020,050162190170002,Skokie,Cook,LARGE,178.0,3.9,0.4,0.5,0.4,0.6,92.7,92.0,93.5,92.2,89.3,18.0,92.5,12.6,20.1,2018
2021,050162190170003,Skokie,Cook,LARGE,178.0,3.0,0.3,0.4,0.2,0.3,94.6,92.6,96.6,93.9,90.5,20.0,93.5,15.3,25.0,2018
2022,050162250170001,Northbrook,Cook,LARGE,178.0,1.0,0.0,0.0,0.0,0.0,97.6,96.9,98.2,98.0,92.3,21.0,93.2,7.9,15.5,2018
2023,050162250170002,Glenview,Cook,LARGE,178.0,2.1,0.1,0.1,0.1,0.2,97.8,96.8,98.7,98.9,95.3,21.0,90.3,8.7,15.5,2018
2024,060162000130001,Oak Park,Cook,MEDIUM,176.0,2.4,0.5,0.5,0.5,1.7,94.4,92.7,96.1,95.1,91.3,18.0,93.3,17.7,15.7,2018
2025,060162010170001,Cicero,Cook,LARGE,175.0,8.9,4.6,5.3,3.9,4.4,79.0,75.7,82.3,63.6,79.4,23.0,91.9,40.4,43.5,2018
2026,060162010170002,Berwyn,Cook,LARGE,175.0,7.0,1.9,2.2,1.7,2.1,75.5,72.6,78.4,74.2,73.9,23.0,93.2,35.2,43.1,2018
2027,060162010170003,Cicero,Cook,LARGE,175.0,5.3,0.0,0.0,0.0,0.0,0.0,,,,0.0,20.0,91.9,33.8,34.4,2018
2028,060162040170001,La Grange,Cook,LARGE,176.0,2.7,0.2,0.1,0.2,0.8,96.0,95.2,96.9,96.4,89.4,24.0,96.6,10.6,27.6,2018
2029,060162080170001,Riverside,Cook,MEDIUM,175.0,2.9,0.9,1.4,0.4,2.6,95.0,93.4,96.8,96.7,93.4,23.0,96.0,11.0,26.6,2018
2030,060162090170001,Maywood,Cook,LARGE,176.0,9.5,0.7,1.1,0.3,1.2,68.5,61.7,77.0,,70.8,18.0,73.6,37.4,36.5,2018
2031,060162090170002,Hillside,Cook,LARGE,176.0,8.1,1.1,1.9,0.3,0.9,76.4,69.4,83.8,75.0,73.6,19.0,84.1,26.2,24.5,2018
2032,060162090170003,Forest Park,Cook,LARGE,176.0,0.8,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,100.0,22.0,87.3,6.6,9.6,2018
2033,060162120160001,Franklin Park,Cook,MEDIUM,175.0,8.7,0.7,1.2,0.2,1.2,91.0,86.7,95.5,92.5,87.3,21.0,93.8,21.6,29.6,2018
2034,060162120160002,Northlake,Cook,MEDIUM,175.0,9.4,1.0,1.4,0.5,1.2,87.4,83.5,92.0,84.8,87.2,19.0,92.5,18.0,20.8,2018
2035,060162340160001,Norridge,Cook,MEDIUM,175.0,5.3,0.2,0.0,0.5,0.9,92.2,89.1,96.0,94.7,93.0,17.0,86.4,28.8,34.5,2018
2036,060164010260001,Elmwood Park,Cook,LARGE,176.0,9.0,0.8,1.0,0.5,1.2,87.5,87.2,87.9,91.2,81.7,22.0,90.9,18.1,22.7,2018
2037,070162050170001,Harvey,Cook,LARGE,174.0,15.7,0.6,0.9,0.3,0.6,75.4,72.9,77.3,,75.1,16.0,84.7,26.0,26.0,2018
2038,070162050170002,Dolton,Cook,LARGE,179.0,16.8,1.5,1.7,1.3,1.5,75.1,66.4,82.1,,78.2,15.0,85.7,64.7,64.2,2018
2039,070162050170003,South Holland,Cook,LARGE,174.0,11.6,0.4,0.6,0.2,0.7,79.3,77.0,81.5,76.0,77.9,18.0,87.7,2.6,3.4,2018
2040,070162060170001,Chicago Heights,Cook,MEDIUM,175.0,14.5,0.7,1.1,0.4,0.8,85.8,83.0,88.6,94.4,85.1,20.0,92.2,31.3,32.7,2018
2041,070162060170002,Chicago Heights,Cook,MEDIUM,175.0,21.8,1.5,2.1,0.9,1.7,78.0,74.7,81.2,76.8,77.9,17.0,83.7,41.1,43.8,2018
2042,070162100170001,Lemont,Cook,MEDIUM,176.0,1.3,0.1,0.0,0.1,0.0,96.8,96.5,97.1,97.6,86.8,21.0,95.1,14.9,26.7,2018
2043,070162150170001,Calumet City,Cook,MEDIUM,175.0,6.6,0.4,0.7,0.1,0.4,97.2,95.0,99.0,90.9,97.5,20.0,89.0,14.3,14.3,2018
2044,070162150170002,Lansing,Cook,MEDIUM,175.0,6.4,0.8,1.3,0.2,0.8,97.0,94.5,99.6,95.8,97.6,22.0,91.8,3.6,3.8,2018
2045,070162170160001,Summit,Cook,MEDIUM,176.0,8.1,1.7,2.1,1.2,1.8,89.9,87.8,92.1,91.3,89.7,23.0,93.8,20.3,23.2,2018
2046,070162180160001,Blue Island,Cook,LARGE,176.0,9.4,1.1,1.2,1.0,1.0,82.0,82.8,81.1,46.9,82.7,19.0,93.1,21.9,24.2,2018
2047,070162180160004,Oak Lawn,Cook,LARGE,176.0,7.0,0.4,0.2,0.5,0.4,88.8,91.5,86.2,89.1,85.6,18.0,94.0,17.3,21.0,2018
2048,070162180160007,Palos Heights,Cook,LARGE,176.0,6.3,0.5,0.7,0.4,0.8,92.9,93.0,92.9,93.2,88.5,19.0,95.6,19.4,26.6,2018
2049,070162200170001,Burbank,Cook,MEDIUM,176.0,4.7,1.2,1.4,1.0,1.5,87.4,84.1,91.0,86.9,84.2,21.0,93.4,14.3,15.1,2018
2050,070162270170001,Park Forest,Cook,MEDIUM,175.0,11.8,0.8,1.3,0.2,0.9,81.2,81.0,81.4,,80.8,11.0,78.7,34.7,36.2,2018
2051,070162270170002,Olympia Fields,Cook,MEDIUM,175.0,10.1,2.1,2.6,1.6,2.5,84.5,80.7,88.4,,83.0,15.0,78.2,38.8,42.3,2018
2052,070162270170003,Richton Park,Cook,MEDIUM,175.0,10.6,0.8,1.4,0.2,1.0,82.9,78.5,86.9,,83.5,11.0,79.5,31.4,34.5,2018
2053,070162280160001,Midlothian,Cook,LARGE,174.0,6.6,1.2,1.1,1.3,1.3,87.5,82.3,92.9,88.1,83.5,27.0,93.2,8.0,16.2,2018
2054,070162280160002,Tinley Park,Cook,LARGE,174.0,5.6,1.0,1.4,0.6,0.4,88.4,84.6,92.5,92.2,87.8,21.0,94.4,22.6,33.9,2018
2055,070162280160003,Country Club Hills,Cook,LARGE,179.0,14.6,3.4,4.0,2.8,4.7,79.4,72.0,84.2,,77.5,20.0,89.9,34.3,40.7,2018
2056,070162280160004,Oak Forest,Cook,LARGE,174.0,5.6,0.7,0.9,0.5,1.1,94.0,93.0,94.8,95.3,88.3,20.0,93.2,5.5,11.6,2018
2057,070162290160001,Oak Lawn,Cook,MEDIUM,174.0,3.7,0.6,0.7,0.5,0.6,91.8,89.9,94.1,91.1,88.6,22.0,93.4,15.0,17.3,2018
2058,070162300130001,Orland Park,Cook,LARGE,177.0,1.7,0.2,0.4,0.0,0.3,94.8,94.0,95.6,95.1,90.6,18.0,95.9,12.4,23.5,2018
2059,070162300130002,Palos Hills,Cook,LARGE,177.0,3.6,0.4,0.6,0.1,0.8,93.7,91.9,95.4,93.3,86.9,17.0,93.4,13.0,20.4,2018
2060,070162300130003,Orland Hills,Cook,LARGE,177.0,2.7,0.4,0.6,0.2,0.8,90.0,88.1,92.4,90.5,82.7,17.0,96.7,15.4,25.6,2018
2061,070162310160001,Evergreen Park,Cook,MEDIUM,176.0,3.5,0.5,0.2,0.7,0.5,94.4,93.2,95.7,95.4,85.2,19.0,89.6,15.5,24.7,2018
2062,070162330160001,Flossmoor,Cook,MEDIUM,177.0,4.1,0.3,0.2,0.3,0.5,96.9,96.2,97.6,97.6,95.6,14.0,90.8,18.8,25.9,2018
2063,080083080260001,Lanark,Carroll,MEDIUM,175.0,4.7,1.0,1.7,0.0,3.3,93.8,93.3,94.4,95.1,80.0,19.0,87.3,7.2,20.7,2018
2064,080083140260001,Savanna,Carroll,MEDIUM,175.0,9.8,2.4,1.8,2.9,4.3,94.4,97.7,91.5,96.2,89.7,16.0,82.6,1.2,1.9,2018
2065,080083990260002,Milledgeville,Carroll,MEDIUM,175.0,4.4,3.8,3.5,4.0,10.5,91.7,92.3,91.3,91.4,,10.0,88.9,8.5,17.6,2018
2066,080431190220003,East Dubuque,Jo Daviess,MEDIUM,174.0,5.8,1.8,1.5,2.3,2.0,90.0,88.6,92.0,89.7,73.7,16.0,81.4,13.6,33.3,2018
2067,080431200220002,Galena,Jo Daviess,MEDIUM,177.0,6.0,1.2,0.9,1.5,3.5,96.7,96.7,96.7,98.1,96.6,17.0,89.3,1.2,3.3,2018
2068,080432050260001,Warren,Jo Daviess,SMALL,175.0,9.5,0.0,0.0,0.0,0.0,89.2,80.0,95.5,88.9,,6.0,84.4,14.0,22.2,2018
2069,080432060260003,Stockton,Jo Daviess,MEDIUM,175.0,6.9,0.6,1.0,0.0,0.0,97.6,96.0,100.0,97.4,92.3,20.0,96.6,23.3,46.4,2018
2070,080432100260002,Hanover,Jo Daviess,MEDIUM,176.0,8.3,2.8,2.4,3.4,7.1,89.5,84.2,94.7,90.6,76.5,11.0,100.0,20.1,40.7,2018
2071,080432110260002,Scales Mound,Jo Daviess,SMALL,174.0,5.4,1.6,0.0,3.6,6.3,87.5,,,87.5,,7.0,93.3,11.3,23.5,2018
2072,080891450220001,Freeport,Stephenson,LARGE,174.0,17.5,3.4,3.9,2.8,4.7,78.2,78.4,78.0,81.9,76.6,14.0,78.7,40.3,51.7,2018
2073,080892000260001,Pearl City,Stephenson,SMALL,174.0,3.0,0.0,0.0,0.0,0.0,91.4,94.1,88.9,94.1,83.3,13.0,94.7,3.8,7.0,2018
2074,080892010260001,Dakota,Stephenson,MEDIUM,175.0,3.1,0.4,0.8,0.0,1.7,89.1,92.6,86.5,88.3,90.9,22.0,87.0,10.3,16.1,2018
2075,080892020260001,Lena,Stephenson,MEDIUM,175.0,5.4,1.3,0.8,1.7,3.8,80.9,78.8,82.9,80.0,72.4,16.0,92.9,16.7,30.1,2018
2076,080892030260001,Orangeville,Stephenson,SMALL,174.0,2.0,1.0,1.7,0.0,5.9,95.2,93.3,,100.0,,14.0,78.1,9.9,33.3,2018
2077,090100010260001,Fisher,Champaign,MEDIUM,174.0,7.1,2.1,4.2,0.0,5.2,92.7,92.0,93.3,91.8,75.0,19.0,89.2,15.2,27.7,2018
2078,090100030260001,Mahomet,Champaign,LARGE,175.0,2.8,0.8,1.0,0.5,3.3,90.8,92.7,88.5,90.6,73.8,17.0,89.6,24.2,45.1,2018
2079,090100040260001,Champaign,Champaign,LARGE,171.0,16.7,1.8,2.2,1.4,2.3,82.6,76.7,88.4,84.3,74.4,16.0,85.8,32.8,39.9,2018
2080,090100040260002,Champaign,Champaign,LARGE,171.0,15.9,1.2,1.5,0.8,2.0,85.2,84.3,86.3,93.8,73.8,15.0,87.9,30.8,44.5,2018
2081,090100070260007,Tolono,Champaign,MEDIUM,174.0,3.8,2.0,2.4,1.5,5.1,91.8,90.4,93.4,91.4,75.0,20.0,88.8,17.8,23.3,2018
2082,090100080260001,Broadlands,Champaign,SMALL,176.0,10.3,0.0,0.0,0.0,0.0,97.0,92.9,100.0,96.9,100.0,12.0,82.5,24.5,39.1,2018
2083,090101160220001,Urbana,Champaign,LARGE,174.0,12.1,0.9,1.3,0.5,1.2,79.9,75.4,84.7,80.4,72.0,11.0,87.2,16.2,,2018
2084,090101930170001,Rantoul,Champaign,MEDIUM,174.0,16.8,3.7,2.9,4.4,5.2,87.0,87.9,86.0,90.7,84.5,16.0,81.7,22.9,27.0,2018
2085,090103050160001,Saint Joseph,Champaign,SMALL,175.0,3.6,1.1,1.3,0.9,9.7,92.3,86.0,98.3,95.3,58.3,20.0,93.1,8.9,17.1,2018
2086,090270050260001,Gibson City,Ford,MEDIUM,175.0,7.0,1.3,1.8,0.7,1.1,86.5,87.8,84.8,86.8,64.7,15.0,84.0,7.0,17.5,2018
2087,090270100260001,Paxton,Ford,MEDIUM,175.0,11.2,1.9,2.8,0.9,2.6,83.8,83.1,84.6,83.3,73.2,12.0,88.6,19.8,29.3,2018
2088,110150010260001,Charleston,Coles,LARGE,176.0,8.5,3.0,3.8,2.1,6.3,92.0,91.3,92.6,92.5,81.6,19.0,88.0,36.2,54.9,2018
2089,110150020260001,Mattoon,Coles,LARGE,176.0,10.2,1.1,1.1,1.0,2.1,95.5,94.3,96.8,95.8,93.0,16.0,88.1,21.8,45.2,2018
2090,110150050260002,Oakland,Coles,SMALL,175.0,14.6,0.0,0.0,0.0,0.0,88.9,,100.0,94.1,,9.0,80.6,10.8,20.0,2018
2091,110180030260001,Neoga,Cumberland,MEDIUM,174.0,9.6,2.1,3.1,1.1,2.4,81.6,80.0,84.2,82.6,61.1,15.0,81.8,1.8,3.5,2018
2092,110180770260001,Toledo,Cumberland,MEDIUM,174.0,5.7,1.1,1.3,0.8,3.0,91.3,86.8,96.8,91.0,78.3,14.0,89.2,100.0,100.0,2018
2093,110213010260001,Tuscola,Douglas,MEDIUM,173.0,5.9,0.0,0.0,0.0,0.0,98.6,97.1,100.0,98.5,100.0,15.0,82.1,16.4,17.0,2018
2094,110213020260001,Villa Grove,Douglas,MEDIUM,175.0,7.8,1.0,1.0,1.0,2.7,91.3,88.0,95.2,93.2,87.5,16.0,67.6,19.0,29.6,2018
2095,110213050260001,Arthur,Douglas,MEDIUM,175.0,7.0,0.6,0.6,0.7,1.6,96.9,97.1,96.7,96.8,90.9,16.0,78.7,24.4,37.9,2018
2096,110213060260001,Arcola,Douglas,MEDIUM,175.0,11.0,1.3,1.7,0.9,2.0,97.4,100.0,95.0,95.8,93.8,17.0,75.3,14.8,21.1,2018
2097,110230010260001,Hume,Edgar,SMALL,173.0,9.9,3.9,4.0,3.8,5.8,90.6,90.9,90.0,90.3,82.4,11.0,69.4,28.3,37.5,2018
2098,110230030260001,Kansas,Edgar,SMALL,175.0,4.7,0.0,0.0,0.0,0.0,89.5,,100.0,88.9,,22.0,62.9,100.0,100.0,2018
2099,110230060260001,Chrisman,Edgar,SMALL,175.0,6.1,1.0,0.0,2.3,3.1,90.9,91.7,90.0,90.9,,10.0,71.4,9.5,12.9,2018
2100,110238000800001,Paris,Edgar,SMALL,175.0,9.9,1.9,2.1,1.7,3.4,85.3,80.7,90.2,85.8,80.0,21.0,93.5,14.5,23.0,2018
2101,110703000260004,Sullivan,Moultrie,MEDIUM,171.0,7.8,0.3,0.6,0.0,0.0,96.2,97.6,94.7,97.3,96.9,17.0,81.0,13.5,24.6,2018
2102,110703020260001,Bethany,Moultrie,MEDIUM,175.0,4.6,0.6,0.0,1.3,0.0,95.8,100.0,89.5,95.7,94.4,15.0,88.1,7.8,12.7,2018
2103,110870010260002,Windsor,Shelby,SMALL,177.0,7.6,0.0,0.0,0.0,0.0,100.0,100.0,,100.0,,11.0,79.5,17.4,30.5,2018
2104,110870040260001,Shelbyville,Shelby,MEDIUM,175.0,10.5,0.6,0.6,0.6,1.6,92.6,94.2,90.5,92.4,76.9,16.0,84.8,20.7,38.9,2018
2105,110870210260001,Moweaqua,Shelby,MEDIUM,174.0,10.9,1.8,2.6,1.0,3.3,88.5,91.2,85.2,91.2,81.3,10.0,86.2,17.1,30.6,2018
2106,120130100260002,Clay City,Clay,SMALL,175.0,7.0,0.0,0.0,0.0,0.0,93.3,,,92.9,,11.0,61.5,13.7,14.3,2018
2107,120130250260001,Louisville,Clay,MEDIUM,175.0,12.3,3.6,1.0,6.0,6.3,70.8,73.9,68.0,72.3,78.6,11.0,97.3,13.0,18.1,2018
2108,120130350260001,Flora,Clay,MEDIUM,175.0,9.4,2.5,1.2,3.7,5.7,89.1,90.9,87.5,89.0,82.9,20.0,96.1,4.1,8.9,2018
2109,120170010260001,Hutsonville,Crawford,SMALL,174.0,5.8,0.0,0.0,0.0,0.0,83.3,72.7,92.3,83.3,75.0,13.0,66.7,12.9,23.9,2018
2110,120170020260001,Robinson,Crawford,MEDIUM,174.0,6.1,2.2,3.1,1.3,3.5,91.2,88.9,95.2,90.3,85.4,20.0,91.5,18.2,21.7,2018
2111,120170030260001,Palestine,Crawford,SMALL,174.0,5.4,1.1,2.0,0.0,0.0,90.9,90.0,91.7,90.9,,8.0,100.0,10.5,16.7,2018
