,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
2112,120170040260001,Oblong,Crawford,MEDIUM,174.0,8.7,2.6,3.6,1.9,5.9,83.6,76.9,89.7,87.8,54.5,26.0,83.3,9.0,18.6,2018
2113,120400010260001,Newton,Jasper,MEDIUM,175.0,6.0,0.4,0.8,0.0,1.3,93.0,97.1,86.7,93.8,81.8,22.0,89.7,16.0,28.1,2018
2114,120510100260001,Bridgeport,Lawrence,MEDIUM,174.0,7.3,2.6,1.4,3.8,4.1,83.6,84.4,82.6,83.0,77.4,18.0,89.3,25.5,32.0,2018
2115,120510200260008,Lawrenceville,Lawrence,MEDIUM,174.0,10.2,4.3,4.5,4.1,7.4,75.2,71.4,78.6,74.7,60.0,16.0,92.9,26.5,41.6,2018
2116,120800010260001,Olney,Richland,LARGE,179.0,9.8,2.0,2.1,1.9,4.2,91.7,91.0,92.2,92.5,80.6,18.0,96.9,12.8,24.9,2018
2117,130140010260001,Carlyle,Clinton,MEDIUM,175.0,8.8,0.6,1.1,0.0,1.8,80.5,78.6,82.9,81.7,67.9,16.0,88.8,9.2,8.2,2018
2118,130140030260006,Trenton,Clinton,MEDIUM,176.0,3.9,0.8,0.5,1.1,2.0,86.0,87.9,83.7,89.6,84.6,19.0,94.4,11.3,20.2,2018
2119,130140710160001,Breese,Clinton,SMALL,175.0,5.2,1.2,1.7,0.7,4.4,90.1,87.9,91.7,93.3,78.1,19.0,94.6,8.7,18.8,2018
2120,130410010260001,Waltonville,Jefferson,SMALL,174.0,2.9,1.0,2.0,0.0,3.2,88.9,81.8,93.8,88.9,75.0,10.0,75.0,2.0,6.5,2018
2121,130412010170001,Mount Vernon,Jefferson,MEDIUM,175.0,11.1,1.1,1.6,0.6,1.8,85.1,82.5,88.1,84.8,84.0,18.0,80.4,20.6,5.0,2018
2122,130412090270001,Woodlawn,Jefferson,MEDIUM,175.0,9.0,0.6,1.2,0.0,2.4,91.7,95.2,86.7,91.2,,14.0,89.7,6.4,13.9,2018
2123,130413180270001,Bluford,Jefferson,SMALL,173.0,7.9,3.3,1.9,4.5,10.8,84.6,83.3,85.7,84.0,72.7,18.0,76.5,4.1,,2018
2124,130581000260002,Patoka,Marion,SMALL,174.0,6.3,0.0,0.0,0.0,0.0,71.4,,,71.4,,7.0,92.9,3.2,6.1,2018
2125,130582000170001,Centralia,Marion,MEDIUM,176.0,12.2,2.4,2.2,2.7,4.0,78.5,73.0,83.3,79.5,73.1,18.0,93.3,20.1,23.1,2018
2126,130584010260001,Farina,Marion,MEDIUM,175.0,10.4,3.0,3.4,2.8,6.8,87.5,91.3,84.0,87.2,80.0,11.0,88.7,17.6,25.6,2018
2127,130585010260001,Sandoval,Marion,SMALL,175.0,16.5,1.7,0.0,2.8,2.3,96.7,100.0,93.3,96.7,94.4,15.0,58.8,10.9,16.7,2018
2128,130586000160001,Salem,Marion,MEDIUM,175.0,8.6,2.6,2.7,2.5,4.5,85.1,78.6,92.8,85.3,73.4,17.0,82.5,2.8,3.8,2018
2129,130587220260001,Odin,Marion,SMALL,175.0,9.2,4.2,2.3,7.1,6.3,68.4,70.0,,68.4,53.8,15.0,47.6,12.8,6.3,2018
2130,130950100260001,Okawville,Washington,MEDIUM,175.0,5.1,0.6,0.0,1.2,1.7,91.1,95.7,86.4,90.9,66.7,19.0,89.1,7.2,10.7,2018
2131,130950990160001,Nashville,Washington,SMALL,174.0,3.9,1.0,1.0,1.0,1.8,92.5,88.4,96.0,93.3,88.0,19.0,94.7,9.8,27.4,2018
2132,150162990250001,Chicago,Cook,LARGE,178.0,9.6,0.7,0.9,0.3,0.7,88.9,87.0,90.8,82.6,88.1,23.0,91.0,33.0,34.9,2018
2133,150162990250003,Chicago,Cook,LARGE,178.0,18.2,2.1,2.4,1.6,2.1,86.8,85.1,88.6,,86.4,20.0,79.7,51.8,53.5,2018
2134,150162990250006,Chicago,Cook,LARGE,178.0,3.1,0.6,1.1,0.0,0.7,97.3,96.7,98.1,,97.1,20.0,91.0,27.2,28.7,2018
2135,150162990250011,Chicago,Cook,LARGE,178.0,16.7,2.9,2.1,4.0,2.8,74.1,68.8,79.4,,74.5,18.0,81.1,54.1,54.0,2018
2136,150162990250012,Chicago,Cook,LARGE,178.0,35.0,0.0,0.0,0.0,0.0,73.7,69.7,79.2,,73.2,24.0,78.7,73.0,74.1,2018
2137,150162990250013,Chicago,Cook,LARGE,178.0,27.5,0.4,0.5,0.3,0.4,76.4,70.0,82.4,45.5,76.5,21.0,78.3,65.5,66.3,2018
2138,150162990250014,Chicago,Cook,LARGE,178.0,2.3,0.3,0.6,0.0,0.3,98.8,100.0,97.9,,98.7,25.0,91.0,22.4,22.3,2018
2139,150162990250015,Chicago,Cook,LARGE,178.0,28.2,0.0,0.0,0.0,0.0,85.5,80.5,90.5,,85.5,16.0,78.8,47.1,47.6,2018
2140,150162990250016,Chicago,Cook,LARGE,178.0,33.7,5.0,6.3,3.4,5.2,79.8,74.5,85.7,,81.0,18.0,74.1,81.6,83.7,2018
2141,150162990250017,Chicago,Cook,LARGE,178.0,20.4,0.8,0.0,1.4,0.8,75.8,66.7,83.3,,78.1,23.0,71.4,79.8,79.7,2018
2142,150162990250019,Chicago,Cook,LARGE,178.0,48.0,5.1,6.8,3.2,5.2,73.9,69.6,78.3,,73.3,15.0,68.6,100.0,100.0,2018
2143,150162990250020,Chicago,Cook,LARGE,178.0,11.7,2.6,2.9,2.2,2.6,91.4,88.9,93.7,81.8,91.5,26.0,93.9,42.4,42.8,2018
2144,150162990250021,Chicago,Cook,LARGE,178.0,21.4,0.1,0.2,0.0,0.1,85.3,83.5,86.8,,85.6,21.0,86.3,63.6,64.0,2018
2145,150162990250022,Chicago,Cook,LARGE,178.0,22.2,3.2,3.7,2.7,3.1,74.1,67.1,81.7,,75.2,24.0,86.8,38.6,38.7,2018
2146,150162990250023,Chicago,Cook,LARGE,178.0,22.1,1.8,3.0,0.6,1.3,62.5,56.9,67.9,,64.0,18.0,76.6,60.0,60.6,2018
2147,150162990250024,Chicago,Cook,LARGE,178.0,12.5,3.8,4.2,3.3,3.3,79.6,74.9,84.2,77.2,80.9,25.0,93.3,42.5,45.9,2018
2148,150162990250025,Chicago,Cook,LARGE,178.0,3.9,0.6,0.8,0.5,0.9,92.1,87.4,95.3,90.0,92.2,23.0,91.0,19.0,22.5,2018
2149,150162990250026,Chicago,Cook,LARGE,178.0,5.7,0.1,0.1,0.0,0.0,84.2,79.0,90.2,82.6,83.7,28.0,88.9,40.8,41.6,2018
2150,150162990250027,Chicago,Cook,LARGE,178.0,1.4,0.4,0.4,0.4,0.7,94.2,94.2,94.1,96.6,92.0,28.0,94.4,17.2,22.2,2018
2151,150162990250029,Chicago,Cook,LARGE,178.0,31.5,4.8,4.6,5.0,4.9,86.9,88.1,85.7,,88.9,20.0,78.8,100.0,100.0,2018
2152,150162990250030,Chicago,Cook,LARGE,178.0,14.0,3.0,3.3,2.5,2.9,80.3,77.1,84.4,83.1,79.8,24.0,93.0,45.9,47.7,2018
2153,150162990250031,Chicago,Cook,LARGE,178.0,10.4,1.0,1.1,0.9,0.8,74.8,72.7,76.3,,75.9,24.0,88.2,63.5,65.8,2018
2154,150162990250034,Chicago,Cook,LARGE,178.0,27.8,1.1,1.1,1.2,0.8,88.1,89.4,86.5,,88.6,20.0,85.1,78.2,77.9,2018
2155,150162990250035,Chicago,Cook,LARGE,178.0,15.9,1.5,2.2,0.6,1.4,80.5,81.0,79.8,64.3,82.6,25.0,83.7,45.7,46.2,2018
2156,150162990250036,Chicago,Cook,LARGE,178.0,14.8,1.7,2.0,1.3,1.7,79.2,74.1,85.8,66.7,79.7,25.0,87.6,54.7,55.4,2018
2157,150162990250037,Chicago,Cook,LARGE,178.0,8.5,1.3,1.5,1.2,1.3,85.3,80.5,89.3,88.4,82.5,22.0,89.6,33.0,34.3,2018
2158,150162990250039,Chicago,Cook,LARGE,178.0,6.7,0.3,0.4,0.3,0.4,91.9,91.2,92.2,,90.8,22.0,89.3,37.5,40.2,2018
2159,150162990250041,Chicago,Cook,LARGE,178.0,20.4,0.3,0.3,0.3,0.3,85.3,79.3,91.1,87.9,85.6,23.0,91.1,59.8,62.4,2018
2160,150162990250042,Chicago,Cook,LARGE,178.0,21.5,2.1,2.8,1.2,2.0,72.3,76.9,68.4,,75.2,19.0,80.0,63.0,63.3,2018
2161,150162990250043,Chicago,Cook,LARGE,178.0,7.9,2.1,2.6,1.6,2.3,83.2,79.8,86.8,84.9,80.3,23.0,93.6,36.0,45.0,2018
2162,150162990250044,Chicago,Cook,LARGE,178.0,28.1,4.4,7.0,1.7,4.7,72.5,66.7,81.3,80.0,70.3,17.0,86.4,77.2,78.3,2018
2163,150162990250046,Chicago,Cook,LARGE,178.0,2.3,0.1,0.1,0.0,0.0,92.5,91.2,93.8,88.1,92.5,27.0,95.0,18.8,21.8,2018
2164,150162990250047,Chicago,Cook,LARGE,178.0,6.8,0.4,0.6,0.3,0.5,89.8,86.3,92.4,85.1,90.3,26.0,90.9,30.1,34.1,2018
2165,150162990250048,Chicago,Cook,LARGE,178.0,12.0,2.0,3.1,0.9,2.2,79.2,75.5,83.7,82.4,78.4,25.0,89.6,39.0,39.8,2018
2166,150162990250049,Chicago,Cook,LARGE,178.0,23.9,0.5,0.5,0.6,0.6,88.5,88.4,88.7,,86.7,21.0,75.6,44.9,46.4,2018
2167,150162990250052,Chicago,Cook,LARGE,178.0,9.4,0.0,0.0,0.0,0.0,93.6,85.7,97.6,,93.3,23.0,78.6,36.0,38.0,2018
2168,150162990250053,Chicago,Cook,LARGE,178.0,4.6,0.0,0.0,0.0,0.0,83.8,83.7,83.9,71.4,85.3,22.0,76.8,32.5,42.2,2018
2169,150162990250526,Chicago,Cook,LARGE,178.0,26.6,0.5,0.5,0.5,0.5,81.5,76.8,85.8,,82.8,23.0,82.4,44.0,44.8,2018
2170,150162990250531,Chicago,Cook,LARGE,178.0,25.4,0.0,0.0,0.0,0.0,75.0,61.4,83.8,,75.2,19.0,74.6,68.9,69.3,2018
2171,150162990250533,Chicago,Cook,LARGE,178.0,1.2,0.2,0.1,0.2,0.4,94.6,91.9,96.7,95.9,91.9,26.0,92.3,22.1,25.3,2018
2172,150162990250534,Chicago,Cook,LARGE,178.0,4.3,0.3,0.6,0.0,0.2,90.9,91.7,90.2,,91.1,26.0,91.4,41.2,41.4,2018
2173,150162990250536,Chicago,Cook,LARGE,178.0,33.5,5.1,7.8,2.6,5.2,75.4,71.4,80.8,,79.3,15.0,69.4,91.2,93.3,2018
2174,150162990250537,Chicago,Cook,LARGE,178.0,9.1,0.2,0.5,0.0,0.2,87.9,86.8,88.7,,87.3,29.0,85.8,45.5,47.3,2018
2175,150162990250543,Chicago,Cook,LARGE,178.0,26.1,1.0,0.7,1.3,1.1,77.6,77.8,77.4,,74.2,19.0,71.6,76.8,77.9,2018
2176,150162990250545,Chicago,Cook,LARGE,178.0,12.0,0.1,0.3,0.0,0.1,87.7,85.3,90.3,,89.0,19.0,75.3,71.1,72.2,2018
2177,150162990250616,Chicago,Cook,LARGE,178.0,28.7,0.0,0.0,0.0,0.0,81.3,81.3,81.3,,82.8,16.0,60.4,98.0,100.0,2018
2178,150162990250617,Chicago,Cook,LARGE,178.0,8.6,1.2,1.3,1.1,1.3,79.1,74.2,84.3,82.4,78.5,23.0,90.5,45.2,45.9,2018
2179,150162990250763,Chicago,Cook,LARGE,178.0,22.9,0.6,0.4,0.7,0.6,92.4,90.7,93.4,,92.9,22.0,80.8,89.0,90.3,2018
2180,150162990250764,Chicago,Cook,LARGE,178.0,1.4,0.1,0.0,0.2,0.1,94.8,92.8,96.6,98.1,91.1,22.0,94.0,10.9,15.4,2018
2181,150162990250766,Chicago,Cook,LARGE,178.0,26.6,3.7,6.5,0.0,3.0,61.5,52.0,78.6,,61.5,11.0,65.0,69.7,69.5,2018
2182,150162990250767,Chicago,Cook,LARGE,178.0,9.9,2.0,2.1,1.8,2.0,87.4,83.0,92.0,,87.4,24.0,89.2,55.8,56.7,2018
2183,150162990250772,Chicago,Cook,LARGE,178.0,2.8,0.4,0.3,0.6,1.0,82.6,70.9,93.2,82.8,81.8,21.0,89.4,15.5,22.7,2018
2184,150162990250779,Chicago,Cook,LARGE,178.0,3.1,0.3,0.5,0.2,0.4,81.6,78.0,85.2,,80.9,25.0,91.6,29.2,30.8,2018
2185,150162990250788,Chicago,Cook,LARGE,178.0,1.1,0.4,0.9,0.0,0.2,82.7,77.4,85.2,,81.6,28.0,87.5,38.8,43.3,2018
2186,150162990250794,Chicago,Cook,LARGE,178.0,0.8,0.1,0.2,0.0,0.2,96.3,93.1,98.6,95.5,95.6,25.0,95.0,14.9,19.7,2018
2187,150162990250795,Chicago,Cook,LARGE,178.0,4.2,0.6,0.6,0.7,0.4,93.6,89.4,100.0,,92.6,21.0,82.6,23.0,23.4,2018
2188,150162990250796,Chicago,Cook,LARGE,178.0,0.9,0.1,0.2,0.0,0.0,96.0,95.3,96.6,98.0,93.8,24.0,98.5,24.4,25.3,2018
2189,150162990250799,Chicago,Cook,LARGE,178.0,30.5,3.1,1.9,4.8,3.2,75.0,,81.8,,75.0,14.0,64.1,73.0,72.7,2018
2190,150162990250803,Chicago,Cook,LARGE,178.0,3.6,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,100.0,24.0,91.4,14.4,14.7,2018
2191,150162990250818,Chicago,Cook,LARGE,178.0,7.4,4.6,5.3,3.6,4.8,85.5,84.0,86.7,,87.5,16.0,84.4,41.7,42.6,2018
2192,150162990250820,Chicago,Cook,LARGE,178.0,7.4,0.4,0.0,0.7,0.4,84.1,83.6,84.6,81.5,82.5,26.0,86.8,21.6,22.7,2018
2193,150162990250824,Chicago,Cook,LARGE,178.0,26.6,0.0,0.0,0.0,0.0,72.9,56.8,90.9,,70.8,19.0,78.2,85.6,88.4,2018
2194,150162990250825,Chicago,Cook,LARGE,178.0,10.5,1.3,2.1,0.7,1.2,81.9,73.0,89.3,,82.4,25.0,93.5,48.3,48.6,2018
2195,150162990250826,Chicago,Cook,LARGE,178.0,10.6,1.0,0.4,2.0,1.1,91.1,88.4,94.4,,91.1,12.0,77.1,72.0,72.6,2018
2196,150162990250827,Chicago,Cook,LARGE,178.0,11.6,0.0,0.0,0.0,0.0,93.0,85.4,98.3,,92.7,23.0,80.0,35.5,36.0,2018
2197,150162990250828,Chicago,Cook,LARGE,178.0,3.4,0.2,0.3,0.0,0.0,92.9,91.8,94.5,89.5,93.1,19.0,91.4,30.1,30.7,2018
2198,150162990250829,Chicago,Cook,LARGE,178.0,23.0,0.8,0.0,2.0,0.9,84.5,72.0,93.9,,83.9,21.0,70.2,61.2,61.8,2018
2199,150162990250830,Chicago,Cook,LARGE,178.0,6.8,0.6,0.0,1.0,0.6,76.8,69.0,82.5,,77.6,14.0,88.1,28.5,29.1,2018
2200,150162990250831,Chicago,Cook,LARGE,178.0,33.9,8.9,10.0,7.8,8.2,73.2,66.7,82.4,,73.2,14.0,82.5,92.5,94.4,2018
2201,150162990250832,Chicago,Cook,LARGE,178.0,1.0,0.5,1.2,0.0,0.7,98.9,97.4,100.0,91.7,98.4,19.0,95.5,8.3,8.1,2018
2202,150162990250833,Chicago,Cook,LARGE,178.0,1.1,0.0,0.0,0.0,0.0,98.0,99.1,97.2,,98.3,19.0,84.4,27.7,32.8,2018
2203,150162990250834,Chicago,Cook,LARGE,178.0,15.1,1.9,0.7,2.8,2.0,91.1,95.2,87.5,,90.7,17.0,70.3,76.8,78.6,2018
2204,150162990250835,Chicago,Cook,LARGE,178.0,17.2,1.4,1.3,1.5,1.4,76.8,77.8,75.9,,77.8,15.0,88.1,44.7,45.3,2018
2205,150162990250836,Chicago,Cook,LARGE,178.0,25.4,9.4,12.3,5.9,9.5,82.0,85.7,77.3,,81.6,10.0,90.2,44.0,43.8,2018
2206,150162990250837,Chicago,Cook,LARGE,178.0,2.2,0.5,0.9,0.0,0.5,90.4,88.9,92.7,,89.8,15.0,89.0,22.9,22.9,2018
2207,150162990250841,Chicago,Cook,LARGE,178.0,25.8,0.0,0.0,0.0,0.0,90.3,86.7,92.9,,90.0,11.0,66.0,68.8,68.8,2018
2208,150162990250843,Chicago,Cook,LARGE,178.0,19.4,5.4,8.7,2.2,5.6,69.4,50.0,93.8,,71.4,10.0,73.2,100.0,100.0,2018
2209,150162990250844,Chicago,Cook,LARGE,178.0,35.0,3.7,2.7,4.8,3.8,87.5,88.9,86.5,,87.1,18.0,51.9,64.8,65.1,2018
2210,150162990250847,Chicago,Cook,LARGE,178.0,30.9,4.0,4.4,3.4,4.1,65.9,64.8,67.6,,68.2,16.0,78.5,98.8,100.0,2018
2211,150162990250848,Chicago,Cook,LARGE,178.0,12.3,0.4,0.0,1.0,0.4,85.7,80.9,95.7,,85.2,15.0,70.2,33.2,34.9,2018
2212,150162990250849,Chicago,Cook,LARGE,178.0,10.1,0.6,0.6,0.7,0.8,84.6,76.3,96.3,80.0,85.2,18.0,87.3,39.0,41.4,2018
2213,150162990250850,Chicago,Cook,LARGE,172.0,9.7,0.8,0.7,1.1,0.9,93.5,93.0,94.7,,92.5,,,40.6,41.4,2018
2214,150162990250851,Chicago,Cook,LARGE,174.0,3.1,1.1,2.4,0.5,1.8,91.0,90.7,91.1,86.7,91.5,21.0,,9.6,12.7,2018
2215,150162990250855,Chicago,Cook,LARGE,178.0,6.5,0.0,0.0,0.0,0.0,87.9,85.7,89.8,76.2,88.6,19.0,86.4,15.7,18.0,2018
2216,150162990250856,Chicago,Cook,LARGE,178.0,10.4,1.3,0.0,1.7,0.9,91.9,85.7,93.8,,91.7,18.0,81.1,61.5,62.1,2018
2217,150162990250857,Chicago,Cook,LARGE,178.0,2.3,0.4,0.4,0.4,0.5,97.8,97.1,98.3,,97.8,27.0,83.1,25.7,27.2,2018
2218,150162990250859,Chicago,Cook,LARGE,178.0,6.7,0.8,0.7,0.8,0.6,83.8,77.0,91.2,,83.7,25.0,88.0,19.8,19.6,2018
2219,150162990250860,Chicago,Cook,LARGE,178.0,2.9,0.6,0.9,0.5,0.5,90.6,80.0,98.6,,88.1,24.0,92.6,31.4,33.2,2018
2220,150162990250861,Chicago,Cook,LARGE,178.0,4.7,0.0,0.0,0.0,0.0,97.5,96.1,98.8,,97.2,21.0,78.7,36.5,38.2,2018
2221,150162990250862,Chicago,Cook,LARGE,237.0,67.5,50.9,54.4,46.3,48.0,40.0,31.7,48.4,,42.2,,,100.0,100.0,2018
2222,150162990250863,Chicago,Cook,LARGE,178.0,14.9,1.2,0.0,2.1,1.3,,,,,,15.0,,31.8,34.4,2018
2223,160194240260001,Genoa,Dekalb,MEDIUM,176.0,3.3,0.5,1.0,0.0,0.5,90.5,87.1,93.5,92.2,80.8,22.0,92.1,18.7,24.4,2018
2224,160194250260001,Shabbona,Dekalb,MEDIUM,177.0,7.8,0.0,0.0,0.0,0.0,96.7,96.4,96.9,98.2,94.4,18.0,88.1,14.4,23.1,2018
2225,160194260260003,Kirkland,Dekalb,MEDIUM,175.0,6.0,1.8,2.3,1.3,3.1,70.7,84.6,46.7,69.4,53.3,15.0,63.6,23.7,28.6,2018
2226,160194270260001,Sycamore,Dekalb,LARGE,175.0,5.0,0.5,0.8,0.2,0.8,96.1,95.4,96.8,96.2,93.3,23.0,92.2,13.1,24.5,2018
2227,160194280260011,Dekalb,Dekalb,LARGE,176.0,9.7,4.2,4.2,4.2,6.3,85.7,83.4,88.2,90.5,77.3,19.0,89.0,30.0,43.2,2018
2228,160194290260003,Hinckley,Dekalb,MEDIUM,174.0,3.7,0.0,0.0,0.0,,90.5,84.2,95.7,88.9,,14.0,91.5,8.5,12.2,2018
2229,160194300260001,Sandwich,Dekalb,LARGE,174.0,3.7,1.2,1.4,0.9,2.1,90.7,86.4,94.7,90.2,85.7,19.0,91.8,15.1,17.1,2018
2230,160194320260003,Somonauk,Dekalb,MEDIUM,179.0,4.1,0.4,0.8,0.0,0.0,92.4,92.0,92.7,93.2,,19.0,91.3,4.6,10.2,2018
2231,170200150260001,Clinton,Dewitt,LARGE,173.0,6.1,1.0,1.0,1.1,1.7,87.8,89.9,85.3,89.0,82.1,14.0,92.2,2.8,6.1,2018
2232,170200180260001,Farmer City,Dewitt,MEDIUM,173.0,9.7,3.5,5.2,1.8,6.4,86.0,87.9,83.3,87.0,80.0,14.0,91.2,22.9,40.0,2018
2233,170530050260001,Streator,Livingston,MEDIUM,176.0,5.9,3.3,5.1,1.4,15.8,96.7,92.3,100.0,96.7,,13.0,78.9,15.6,15.6,2018
2234,170530080260001,Fairbury,Livingston,LARGE,175.0,5.9,0.9,1.0,0.8,1.5,90.8,90.5,91.2,91.5,79.1,19.0,85.0,13.8,24.2,2018
2235,170530740270001,Flanagan,Livingston,SMALL,174.0,9.2,1.3,1.5,1.2,3.2,92.3,86.7,95.8,91.7,82.4,14.0,74.3,13.8,22.0,2018
2236,170530900170001,Pontiac,Livingston,MEDIUM,170.0,10.8,0.5,0.6,0.3,0.8,95.7,94.9,96.7,95.1,89.8,18.0,91.9,14.9,25.2,2018
2237,170532300170001,Dwight,Livingston,SMALL,175.0,5.5,2.0,1.5,2.6,3.5,94.6,94.3,94.9,95.5,86.2,14.0,82.9,13.9,17.9,2018
2238,170540210260001,Hartsburg,Logan,SMALL,180.0,5.5,0.0,0.0,0.0,0.0,100.0,,,100.0,,12.0,83.8,35.7,49.2,2018
2239,170540230260001,Mount Pulaski,Logan,MEDIUM,175.0,5.5,0.0,0.0,0.0,0.0,93.2,92.0,94.7,92.5,85.7,12.0,92.5,26.3,33.3,2018
2240,170544040160001,Lincoln,Logan,MEDIUM,176.0,16.4,7.0,6.7,7.2,13.7,78.7,73.5,84.1,80.1,63.3,17.0,92.5,20.4,36.5,2018
2241,170640020260003,Le Roy,McLean,MEDIUM,174.0,6.4,1.2,1.5,0.9,3.5,95.3,93.1,97.1,96.7,89.5,16.0,91.5,10.8,41.5,2018
2242,170640030260002,Downs,McLean,MEDIUM,175.0,2.5,0.0,0.0,0.0,0.0,94.9,97.7,91.4,94.8,,19.0,85.3,0.3,2.8,2018
2243,170640040260001,Heyworth,McLean,MEDIUM,176.0,3.4,0.0,0.0,0.0,0.0,98.1,96.0,100.0,98.1,90.0,27.0,88.7,6.1,15.3,2018
2244,170640050260001,Normal,McLean,LARGE,174.0,8.5,0.7,0.8,0.6,2.1,90.9,87.3,94.1,93.2,73.6,25.0,95.4,19.9,41.0,2018
2245,170640050260002,Normal,McLean,LARGE,173.0,8.6,0.3,0.5,0.1,0.4,91.9,91.4,92.5,93.6,81.9,29.0,93.5,24.0,38.2,2018
2246,170640050260003,Normal,McLean,LARGE,173.0,40.4,0.0,0.0,0.0,0.0,,,,,,17.0,66.7,45.5,56.0,2018
2247,170640070260002,Lexington,McLean,SMALL,175.0,4.4,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,,16.0,82.9,15.8,21.9,2018
2248,170640160260009,Stanford,McLean,LARGE,174.0,6.5,1.1,1.1,1.1,2.8,90.8,88.4,93.5,91.1,77.8,18.0,86.1,23.3,36.3,2018
2249,170640190260001,Colfax,McLean,MEDIUM,175.0,4.7,0.6,0.0,1.3,0.0,87.2,81.8,94.1,86.5,80.0,13.0,82.9,4.2,9.2,2018
2250,170640870250001,Bloomington,McLean,LARGE,173.0,13.6,1.4,1.2,1.5,1.3,89.5,87.9,91.2,91.7,85.2,20.0,90.1,25.0,32.6,2018
2251,190220860170001,Hinsdale,Dupage,LARGE,180.0,2.4,0.1,0.1,0.1,0.6,94.2,93.3,95.0,95.3,76.9,20.0,91.8,12.8,23.4,2018
2252,190220860170002,Darien,Dupage,LARGE,180.0,5.4,1.3,1.3,1.4,2.6,87.2,82.4,92.0,92.5,74.6,18.0,90.1,16.4,27.5,2018
2253,190220870170001,Lombard,Dupage,LARGE,176.0,7.0,1.1,1.7,0.6,1.7,90.3,88.5,92.1,93.7,85.7,20.0,96.3,19.9,27.9,2018
2254,190220870170002,Carol Stream,Dupage,LARGE,176.0,5.0,0.8,1.1,0.4,1.6,91.7,89.8,93.9,96.7,86.8,20.0,96.2,15.2,22.7,2018
2255,190220870170003,Glen Ellyn,Dupage,LARGE,176.0,3.0,0.4,0.5,0.3,0.9,94.4,93.1,95.6,96.9,88.0,21.0,96.8,12.4,21.7,2018
2256,190220870170004,Glen Ellyn,Dupage,LARGE,176.0,4.6,0.0,0.0,0.0,0.0,95.3,94.2,96.4,95.7,93.2,19.0,94.9,10.3,18.1,2018
2257,190220880160001,Addison,Dupage,LARGE,177.0,8.1,0.6,0.8,0.4,0.9,87.8,84.1,91.6,94.5,81.8,19.0,96.1,21.5,24.1,2018
2258,190220880160002,Villa Park,Dupage,LARGE,177.0,7.3,0.8,1.0,0.5,1.6,88.5,85.9,91.5,89.0,80.5,20.0,93.9,21.6,28.6,2018
2259,190220940160001,West Chicago,Dupage,MEDIUM,174.0,4.6,0.9,1.2,0.5,1.1,94.0,92.7,95.4,94.5,92.0,22.0,92.2,15.6,2.2,2018
2260,190220990160001,Downers Grove,Dupage,LARGE,175.0,2.9,0.6,0.7,0.6,1.8,96.2,94.0,98.6,96.9,89.5,17.0,96.5,12.3,30.6,2018
2261,190220990160002,Downers Grove,Dupage,LARGE,175.0,4.7,1.1,1.6,0.7,2.0,93.0,90.4,95.6,94.8,85.7,17.0,95.0,13.5,22.6,2018
2262,190221000160001,Bensenville,Dupage,MEDIUM,173.0,5.1,0.9,1.2,0.6,1.5,93.7,90.2,97.0,95.9,89.7,19.0,93.1,11.1,13.0,2018
2263,190221080160001,Roselle,Dupage,MEDIUM,176.0,4.5,0.5,0.8,0.2,1.6,94.5,92.8,96.5,97.1,81.6,21.0,95.2,12.3,26.4,2018
2264,190222000260020,Wheaton,Dupage,LARGE,176.0,4.1,0.8,0.8,0.7,1.3,95.1,95.6,94.6,95.9,87.9,24.0,93.2,18.1,38.3,2018
2265,190222000260021,Wheaton,Dupage,LARGE,176.0,4.9,0.6,0.9,0.4,1.2,93.5,91.4,95.8,95.5,83.8,26.0,92.1,21.4,34.2,2018
2266,190222010260001,Westmont,Dupage,MEDIUM,174.0,3.4,0.2,0.0,0.5,0.7,99.3,98.6,100.0,98.9,100.0,20.0,92.1,17.1,28.8,2018
2267,190222020260001,Lisle,Dupage,MEDIUM,175.0,3.5,0.2,0.0,0.4,0.8,99.1,98.0,100.0,98.7,97.4,17.0,95.7,14.1,19.0,2018
2268,190222030260001,Naperville,Dupage,LARGE,175.0,2.9,0.1,0.3,0.0,0.8,96.9,94.6,99.0,98.0,92.6,22.0,92.4,13.1,35.5,2018
2269,190222030260013,Naperville,Dupage,LARGE,175.0,4.1,0.0,0.0,0.0,0.0,98.5,98.3,98.8,99.3,95.5,22.0,91.3,15.8,36.1,2018
2270,190222040260001,Aurora,Dupage,LARGE,172.0,4.5,0.2,0.2,0.2,0.3,94.9,94.0,95.9,94.4,91.2,26.0,95.4,16.7,25.6,2018
2271,190222040260002,Naperville,Dupage,LARGE,172.0,1.8,0.1,0.2,0.1,1.4,97.8,97.5,98.1,98.2,91.2,29.0,93.9,9.0,29.6,2018
2272,190222040260005,Aurora,Dupage,LARGE,172.0,3.5,0.3,0.3,0.3,0.9,97.2,95.8,98.6,98.2,93.4,27.0,92.4,9.1,20.4,2018
